HOUSEID,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,URBAN,HHVEHCNT,HH_CBSA
30494632,8,1,1,0,1,1,19100
30494665,5,1,1,0,1,0,31080
30494681,9,1,3,0,1,3,41700
30494726,2,2,1,0,1,0,37980
30494741,3,2,1,0,1,1,19100
30494752,9,2,2,0,1,1,16980
30494787,6,1,2,0,1,2,12060
30494812,5,1,2,0,1,2,31080
30494867,3,1,1,0,4,2,40380
30494871,10,1,4,2,1,3,12420
30494880,8,1,3,1,1,2,12420
30494898,5,1,3,0,4,2,39300
30494905,5,1,2,0,1,3,40140
30494924,1,2,1,0,1,1,41740
30494960,6,1,2,0,1,2,16980
30494984,5,2,5,0,1,2,19100
30494989,7,1,1,0,1,1,35620
30495036,7,1,2,0,1,2,31080
30495056,6,1,1,0,1,1,26420
30495067,8,1,2,0,1,3,35620
30495077,7,1,2,0,1,2,35620
30495118,5,2,1,0,1,1,19100
30495135,3,1,1,0,1,1,41740
30495148,1,2,1,0,1,1,19100
30495193,7,1,3,0,1,3,19100
30495198,11,1,2,0,1,2,41860
30495203,8,1,2,0,1,2,26420
30495243,6,1,2,0,1,2,16740
30495249,8,1,2,0,1,3,40900
30495324,9,1,1,0,1,2,12060
30495326,3,1,1,0,1,0,31080
30495341,3,2,1,0,1,1,16740
30495348,6,1,1,0,1,1,47260
30495370,1,1,2,0,1,0,26420
30495390,7,1,1,0,1,1,35620
30495393,7,1,2,0,1,2,19100
30495412,6,1,2,0,1,2,38900
30495472,7,1,2,0,1,2,19100
30495477,5,1,1,0,4,1,26420
30495499,6,2,1,0,4,1,19100
30495500,4,1,1,0,1,2,39580
30495509,7,1,2,0,1,4,41860
30495527,8,1,1,0,1,1,26420
30495529,11,1,2,0,1,6,19100
30495537,6,1,2,0,4,2,40380
30495586,11,1,2,0,1,2,41860
30495614,11,1,2,0,4,3,26420
30495623,2,2,1,0,1,0,41700
30495650,6,1,2,0,1,1,34980
30495686,11,1,4,0,1,5,40900
30495700,11,1,5,0,1,5,35620
30495709,11,1,2,0,1,2,41860
30495710,8,1,2,0,1,2,12580
30495726,10,1,2,0,1,2,35620
30495755,4,1,1,0,1,1,19740
30495764,1,1,1,0,1,3,33340
30495766,5,1,1,0,1,1,32820
30495780,8,1,2,0,2,2,19100
30495790,5,2,2,0,1,1,40900
30495838,7,1,2,0,1,3,19100
30495849,6,2,1,0,1,1,19100
30495892,7,1,1,0,1,1,32820
30495926,4,1,1,0,1,1,41700
30495944,10,1,3,1,1,1,35620
30495949,8,1,2,0,1,2,31080
30495964,11,1,3,0,1,3,26420
30495968,4,2,2,0,1,1,31080
30496000,11,1,2,0,1,3,16980
30496001,2,2,3,1,1,1,33340
30496016,11,2,2,0,1,2,40900
30496027,8,1,3,1,1,2,40900
30496046,1,1,1,0,1,0,19100
30496056,9,1,2,0,1,2,19100
30496064,5,1,1,0,1,1,41740
30496076,8,1,1,0,1,2,41740
30496080,8,1,1,0,4,1,35620
30496096,4,1,2,0,1,2,19100
30496106,2,2,2,1,1,1,37980
30496142,8,2,2,0,1,2,33340
30496148,11,1,3,0,1,2,26420
30496165,5,1,1,0,4,1,35620
30496172,7,1,5,0,1,3,41860
30496231,7,2,1,0,1,1,31080
30496236,8,1,1,0,1,1,37980
30496311,8,1,1,0,1,1,41860
30496312,2,1,1,0,1,1,12580
30496333,6,1,2,0,1,2,26420
30496334,8,1,2,0,1,3,42660
30496354,4,2,2,0,1,1,19100
30496412,8,2,1,0,1,1,26420
30496416,9,1,6,0,1,6,41740
30496440,8,1,2,0,2,2,40900
30496452,3,1,2,0,1,2,40900
30496465,5,1,2,0,1,2,41740
30496471,5,1,1,0,2,2,35620
30496512,6,1,2,0,1,2,19100
30496560,5,1,4,0,4,2,35620
30496565,3,2,2,0,1,1,26420
30496586,9,1,2,0,1,2,35620
30496595,5,2,4,1,1,1,40140
30496637,6,2,1,0,1,1,19820
30496643,9,1,2,0,1,3,16740
30496672,3,2,4,2,1,1,12420
30496676,4,1,2,0,1,2,19820
30496703,8,1,2,0,1,2,41740
30496707,10,1,2,0,1,2,26420
30496731,7,1,2,0,1,2,19100
30496751,8,2,1,0,1,1,33100
30496776,8,2,1,0,1,1,39580
30496874,10,1,2,0,1,2,26420
30496893,11,1,1,0,1,1,41860
30496910,11,1,2,0,1,2,19820
30496912,5,1,3,0,1,3,42660
30496976,4,1,1,0,1,1,19100
30496997,6,1,2,0,2,4,33340
30496998,7,1,1,0,1,1,41740
30497010,9,2,3,0,1,1,40900
30497037,7,1,3,1,1,2,40900
30497047,3,1,2,0,4,1,35620
30497102,5,2,1,0,1,0,37980
30497159,4,2,1,0,1,1,40900
30497236,3,1,1,0,1,1,35620
30497238,6,2,1,0,1,1,41700
30497247,10,2,2,0,1,2,12420
30497267,4,1,4,0,1,3,41860
30497285,7,1,2,0,1,2,26420
30497333,1,2,1,0,1,0,28140
30497383,11,1,2,0,1,3,26420
30497396,3,2,1,0,1,1,26420
30497429,8,1,2,0,1,4,19100
30497455,6,1,3,0,1,3,41740
30497456,6,2,4,0,2,2,19100
30497458,6,1,1,0,1,1,16980
30497521,4,2,1,0,1,1,38060
30497531,2,2,2,0,1,2,31080
30497544,6,2,1,0,1,1,19740
30497567,1,2,2,1,1,1,40380
30497573,11,1,2,0,1,2,31080
30497576,1,2,1,0,1,1,41740
30497620,5,1,1,0,1,1,16740
30497639,3,1,1,0,1,2,41740
30497727,5,1,2,0,1,2,12060
30497753,3,2,1,0,1,0,31080
30497787,11,1,1,0,1,1,40900
30497789,10,1,2,0,1,3,31080
30497809,2,1,3,0,1,3,35620
30497821,7,1,2,0,1,4,19100
30497827,8,1,2,0,1,2,29820
30497851,5,1,1,0,4,1,40900
30497882,10,1,2,0,1,3,19100
30497918,5,2,1,0,1,3,12420
30497919,7,1,5,3,1,2,41180
30497944,5,1,2,0,1,2,35620
30497982,6,2,2,0,1,2,12420
30498005,8,1,2,0,1,2,19100
30498017,11,1,4,0,1,3,41700
30498040,5,1,1,0,1,1,12420
30498075,11,1,2,0,1,2,41860
30498095,6,1,1,0,1,1,16740
30498103,6,1,2,0,1,1,40140
30498105,4,1,2,0,1,2,26420
30498164,7,2,1,0,1,1,47900
30498189,6,2,1,0,1,1,12420
30498207,7,2,2,0,1,2,38060
30498245,8,1,1,0,1,1,19100
30498307,6,1,1,0,4,2,16740
30498310,6,2,1,0,1,0,47900
30498318,7,2,2,0,1,1,31080
30498320,6,2,2,0,1,2,33340
30498323,2,2,1,0,1,0,33340
30498337,8,1,1,0,1,1,41740
30498355,4,1,1,0,1,1,41180
30498410,6,2,2,0,1,2,19100
30498416,6,2,2,0,1,2,33340
30498424,7,2,1,0,1,0,47900
30498500,7,1,2,0,1,3,19100
30498502,4,2,3,0,1,2,33340
30498507,6,2,2,0,4,2,40900
30498509,6,2,1,0,1,1,36740
30498566,8,1,3,0,1,3,19100
30498569,10,1,3,0,1,3,47900
30498602,11,1,2,0,1,2,12420
30498626,8,2,2,0,1,2,12060
30498634,10,1,1,0,1,3,41860
30498639,6,2,1,0,1,1,12060
30498640,5,1,2,0,1,3,40900
30498653,4,1,2,0,1,1,19100
30498667,4,2,1,0,1,1,19100
30498672,8,2,2,0,1,2,35620
30498695,8,1,2,0,1,4,14460
30498713,6,1,1,0,4,3,12060
30498744,7,1,2,0,4,2,33340
30498777,7,1,2,0,4,2,40380
30498808,7,1,4,2,1,2,40380
30498815,9,1,1,0,1,1,31080
30498890,7,1,2,0,1,3,33340
30498918,8,1,2,0,1,3,35620
30499025,7,2,2,0,1,3,40900
30499035,6,2,1,0,1,0,19100
30499036,4,2,1,0,1,0,40140
30499045,1,2,1,0,1,1,41700
30499075,8,1,2,0,1,2,19100
30499084,4,1,1,0,1,2,19100
30499116,1,1,1,0,1,1,19100
30499182,11,1,2,0,1,2,35620
30499231,11,2,3,1,1,0,35620
30499274,6,1,2,0,1,2,26420
30499308,3,1,1,0,1,0,31080
30499350,10,1,2,0,1,2,26420
30499371,11,1,2,0,1,3,19100
30499379,3,1,1,0,1,1,19100
30499385,9,1,3,1,1,2,12580
30499453,8,1,2,0,4,2,12060
30499497,8,1,1,0,1,1,33460
30499539,6,2,1,0,1,0,47900
30499547,2,2,2,0,1,1,26420
30499561,8,1,2,0,1,2,19100
30499609,6,1,1,0,1,1,19100
30499656,1,1,2,0,1,0,19100
30499665,5,2,1,0,1,1,12420
30499679,6,1,1,0,1,1,33340
30499683,8,1,2,0,1,2,40900
30499702,3,2,1,0,2,1,18140
30499722,10,1,2,0,1,2,42660
30499724,9,1,4,0,1,4,40900
30499726,3,2,1,0,1,1,16980
30499728,9,1,2,0,1,3,31080
30499735,11,1,2,0,1,1,41860
30499878,11,1,3,0,1,3,35620
30499913,8,1,2,0,1,2,26420
30499940,3,2,2,1,1,1,27260
30499976,8,1,2,0,4,2,41700
30499998,6,1,1,0,1,1,38060
30500013,7,2,1,0,2,3,41740
30500030,6,1,2,0,1,2,12060
30500055,8,2,1,0,1,2,35620
30500076,11,1,2,0,1,1,26420
30500084,6,1,1,0,1,0,41860
30500123,4,1,2,0,1,1,41860
30500140,6,1,2,0,1,2,19100
30500145,8,2,1,0,1,1,31080
30500149,11,1,2,0,1,3,38060
30500180,7,1,2,0,1,2,19100
30500186,9,1,1,0,1,3,35620
30500213,11,1,2,0,4,2,35620
30500221,7,1,1,0,1,4,41860
30500274,3,2,1,0,1,0,31080
30500294,7,1,2,0,4,6,33460
30500332,6,2,2,0,1,2,40900
30500336,7,1,5,3,4,4,40900
30500367,9,2,2,0,1,3,12060
30500387,6,2,1,0,1,0,16980
30500397,11,1,2,0,1,2,19100
30500409,9,1,3,0,2,3,41940
30500414,6,1,2,0,1,2,14460
30500436,7,1,3,0,1,2,40380
30500461,4,2,2,0,1,2,41740
30500619,4,1,2,0,4,2,15380
30500637,6,1,1,0,1,3,33340
30500645,11,2,4,0,1,4,31080
30500666,4,1,2,0,2,2,26420
30500696,4,2,1,0,1,1,14460
30500712,2,2,1,0,1,0,14460
30500718,2,2,1,0,1,0,15380
30500732,1,2,2,1,1,0,12060
30500743,6,1,2,0,1,2,41700
30500848,7,1,2,0,1,3,31080
30500863,5,2,2,0,1,0,35620
30500911,3,2,1,0,1,1,41860
30500920,7,1,4,0,1,3,33340
30500933,7,1,1,0,1,1,16740
30500938,8,1,3,0,2,4,33460
30500955,7,2,3,1,1,2,41940
30500973,4,1,2,0,1,1,15380
30500981,7,1,1,0,1,1,31080
30500997,10,1,3,1,1,2,41740
30501041,5,2,1,0,1,1,33340
30501071,5,2,1,0,1,1,16740
30501091,6,1,2,0,1,1,15380
30501177,4,1,1,0,1,0,47900
30501245,4,1,2,0,1,2,19100
30501276,10,1,1,0,1,0,35620
30501284,7,1,2,0,1,2,41860
30501292,5,2,1,0,1,1,12060
30501307,6,2,1,0,1,1,31080
30501317,9,1,2,0,1,2,40900
30501319,10,1,3,0,1,3,41740
30501363,5,1,3,0,1,3,19100
30501395,8,1,2,0,1,3,19100
30501414,7,1,3,0,1,3,12060
30501415,7,1,1,0,1,1,31080
30501424,8,1,2,0,1,2,40900
30501427,8,1,2,0,1,4,47260
30501430,1,1,1,0,1,0,32820
30501449,3,2,1,0,1,1,15380
30501542,6,1,2,0,1,2,45300
30501664,10,1,2,0,1,3,40900
30501680,9,1,2,0,1,1,35620
30501685,6,2,1,0,1,1,33340
30501702,5,1,1,0,1,1,40060
30501736,7,1,2,0,4,3,12420
30501737,2,2,1,0,1,1,33340
30501753,11,1,2,0,1,2,12420
30501770,7,1,3,0,1,3,15380
30501773,8,1,2,0,1,2,41860
30501788,8,2,2,1,1,1,19100
30501837,6,1,3,0,1,5,35620
30501850,6,1,1,0,1,1,41700
30501956,11,1,3,0,1,7,26420
30501960,7,1,3,1,1,2,12420
30502000,10,1,2,0,4,2,15380
30502019,5,1,2,0,1,2,26420
30502082,3,1,1,0,4,1,19100
30502099,7,2,2,0,1,1,31080
30502112,5,1,1,0,1,1,33460
30502113,6,2,3,1,1,2,19100
30502148,10,1,3,0,1,4,33340
30502196,11,1,3,0,1,1,47900
30502217,4,1,1,0,2,2,40900
30502222,8,1,2,0,1,3,41700
30502236,6,1,2,0,1,2,41860
30502250,11,1,2,0,4,2,26420
30502322,6,2,3,1,1,1,19100
30502325,7,1,3,0,1,3,17140
30502328,11,1,1,0,1,1,19100
30502333,3,2,1,0,1,0,16740
30502334,7,1,2,0,1,2,16980
30502338,3,1,1,0,1,1,12420
30502362,4,1,2,0,1,1,41940
30502414,3,1,1,0,1,1,33100
30502455,4,2,2,0,1,1,41860
30502510,1,1,1,0,1,1,26420
30502514,3,2,1,0,1,0,19100
30502539,11,1,2,0,1,2,19100
30502564,5,2,2,0,1,2,26420
30502624,7,1,2,0,1,1,47900
30502628,1,2,1,0,1,1,40900
30502661,4,1,6,2,1,3,19100
30502678,6,1,2,0,2,2,38060
30502689,6,1,2,0,4,3,40900
30502734,7,1,1,0,1,1,40140
30502751,11,1,2,0,1,3,36740
30502756,2,2,1,0,1,1,40900
30502767,9,1,2,0,1,2,19100
30502780,9,1,2,0,1,2,41860
30502827,7,1,2,0,1,2,33340
30502833,7,1,2,0,1,3,40900
30502861,8,1,2,0,1,5,41860
30502871,7,1,2,0,1,2,36740
30502876,7,1,4,0,1,5,33340
30502883,10,1,2,0,1,1,41860
30502885,6,2,2,0,1,2,31080
30502928,3,1,1,0,1,1,31080
30502962,5,1,1,0,1,1,41940
30502964,6,1,2,0,1,2,31080
30503007,6,1,2,0,1,3,15380
30503017,10,1,2,0,1,4,31080
30503049,7,2,2,0,1,3,40900
30503080,9,2,4,0,1,4,41940
30503086,10,1,3,0,1,5,35620
30503089,6,1,1,0,1,1,15380
30503097,3,1,2,0,4,1,41700
30503098,3,1,1,0,1,1,38060
30503165,4,2,2,0,1,1,19100
30503184,5,1,2,0,1,1,16740
30503222,9,1,2,0,1,2,39300
30503224,7,2,1,0,1,1,40900
30503230,7,1,1,0,1,1,41740
30503264,6,2,1,0,1,1,38060
30503283,3,2,3,1,2,2,19100
30503313,2,2,2,0,1,0,35620
30503344,1,2,3,1,1,1,40140
30503378,4,1,1,0,1,1,35620
30503393,4,1,1,0,1,1,39300
30503407,11,1,1,0,1,1,41860
30503419,2,2,1,0,1,0,35620
30503502,7,1,3,0,1,1,35620
30503509,7,1,3,0,1,3,40900
30503517,3,2,1,0,1,1,16980
30503542,7,1,2,0,1,2,47900
30503596,1,2,1,0,1,0,32820
30503614,7,2,2,0,1,2,12420
30503687,6,1,1,0,1,1,38060
30503739,3,1,2,0,1,2,38900
30503740,4,1,1,0,1,2,16740
30503788,5,1,2,0,1,2,19100
30503793,9,1,4,2,1,2,41700
30503817,1,2,1,0,1,2,26420
30503924,11,1,2,0,1,1,47900
30503942,1,1,1,0,1,2,26420
30503950,10,1,2,0,1,1,41940
30503957,11,1,2,0,1,3,19100
30503979,4,1,1,0,1,1,41940
30504014,2,2,1,0,1,0,40060
30504026,6,2,1,0,1,1,40380
30504031,11,1,2,0,1,3,26420
30504060,7,1,2,0,1,2,17460
30504081,7,2,5,0,2,5,41700
30504104,6,1,2,0,1,2,35620
30504117,9,1,2,0,1,2,26420
30504127,8,1,3,1,1,2,33340
30504144,9,1,2,0,1,2,35620
30504170,4,1,1,0,2,3,12420
30504172,4,2,1,0,1,0,31080
30504185,10,1,2,0,1,2,41740
30504195,8,1,1,0,1,2,40140
30504204,6,1,1,0,1,1,41860
30504225,7,2,1,0,1,1,41740
30504238,3,2,2,0,1,2,47900
30504247,11,1,2,0,1,2,33340
30504263,9,2,2,0,1,3,35620
30504288,3,1,1,0,1,1,19820
30504325,7,1,1,0,1,3,26420
30504342,9,1,3,1,1,2,35620
30504390,7,1,1,0,1,2,35620
30504461,5,1,2,0,1,2,31080
30504479,2,2,1,0,1,0,47900
30504504,5,1,2,0,1,3,40900
30504542,7,2,2,0,1,0,35620
30504585,7,2,2,0,1,2,41740
30504632,6,1,1,0,1,2,19100
30504658,6,2,2,0,2,2,19100
30504687,1,1,1,0,1,1,34980
30504707,8,1,2,0,1,2,12060
30504727,8,1,2,0,1,2,33340
30504758,10,1,2,0,1,2,19740
30504798,7,1,2,0,1,4,41700
30504836,10,1,2,0,1,2,40380
30504856,8,1,2,0,1,2,19100
30504857,7,2,2,0,1,1,31080
30504864,2,2,1,0,1,0,39300
30504875,8,1,2,0,1,2,33340
30504883,3,97,2,0,1,1,40900
30504895,10,1,2,0,1,2,35620
30504897,10,1,4,0,1,4,41860
30504911,5,1,2,0,1,2,33340
30504953,1,1,3,1,1,2,35620
30504964,4,1,1,0,1,1,26420
30504977,7,1,2,0,1,3,19100
30504986,11,1,2,0,1,2,41740
30505021,6,1,2,0,1,2,40900
30505032,5,1,1,0,1,1,40900
30505061,8,1,2,0,1,3,33340
30505079,8,1,2,0,4,3,41700
30505137,8,2,4,2,1,2,35620
30505148,7,2,1,0,1,1,41700
30505175,9,1,2,0,4,2,12420
30505214,10,1,2,0,1,3,31080
30505222,6,1,2,0,1,2,26420
30505275,5,2,1,0,1,4,40900
30505285,11,1,3,0,1,4,41860
30505302,3,1,1,0,1,1,26420
30505317,6,1,1,0,1,1,41700
30505333,3,2,1,0,1,0,35620
30505345,7,1,4,0,1,3,40900
30505408,9,1,4,2,1,2,31080
30505409,11,1,2,0,4,3,40900
30505467,11,2,2,0,1,2,41860
30505471,3,2,2,0,1,1,26420
30505490,6,1,2,0,1,2,35380
30505515,9,1,2,0,1,3,19100
30505533,2,2,1,0,1,1,40900
30505547,9,1,2,0,1,2,41740
30505593,10,1,2,0,1,3,41700
30505623,1,1,2,0,1,2,35620
30505633,1,2,4,2,1,1,26420
30505655,10,1,2,0,1,4,40900
30505668,7,1,2,0,1,1,36740
30505674,8,1,2,0,1,3,41740
30505693,2,1,2,0,1,2,35620
30505712,5,1,1,0,1,1,47900
30505721,3,2,1,0,1,0,41740
30505729,8,1,2,0,1,3,40900
30505745,5,1,2,0,1,2,19100
30505754,6,2,1,0,1,1,26420
30505808,7,2,2,0,1,2,12060
30505820,2,2,4,2,1,0,40900
30505883,5,1,2,0,1,2,19100
30505905,6,97,4,0,1,4,19740
30505908,10,1,3,0,1,3,12580
30505910,4,1,2,0,1,1,35620
30505932,2,2,1,0,1,1,31080
30505949,7,1,2,0,1,2,42660
30505953,10,1,2,0,1,2,26900
30505978,7,1,2,0,1,1,35620
30505981,10,1,2,0,1,2,19100
30506001,6,1,1,0,1,1,12060
30506058,6,2,3,1,1,2,26420
30506063,5,1,1,0,1,1,19100
30506076,8,1,4,0,1,4,35620
30506078,2,2,1,0,1,1,12420
30506080,11,1,1,0,4,2,25540
30506100,5,2,4,0,1,3,19100
30506105,7,1,2,0,4,2,42660
30506188,4,1,1,0,1,1,41860
30506235,1,2,3,1,1,1,19100
30506256,6,1,2,0,4,2,12420
30506286,10,1,2,0,1,2,19100
30506318,4,1,2,0,1,1,33340
30506322,10,1,4,2,1,2,12060
30506347,2,2,1,0,1,1,12060
30506396,7,2,1,0,1,1,19100
30506401,2,2,1,0,1,0,17140
30506421,4,2,1,0,1,1,16980
30506430,11,1,2,0,4,3,41700
30506447,6,2,2,0,1,2,41740
30506451,6,1,2,0,4,4,16740
30506464,6,1,1,0,1,1,12060
30506497,8,1,3,0,1,3,40900
30506530,5,1,1,0,1,1,41740
30506539,6,2,2,0,1,1,35620
30506558,5,1,2,0,1,1,38060
30506561,10,1,1,0,1,1,41940
30506600,8,1,4,0,1,4,35620
30506633,9,1,1,0,1,2,40900
30506634,7,1,2,0,1,2,19100
30506641,6,1,1,0,1,1,12060
30506645,4,1,1,0,1,1,14460
30506668,7,2,2,0,1,3,33340
30506692,6,1,1,0,1,4,26420
30506696,3,2,1,0,1,1,41700
30506746,5,2,1,0,1,1,29820
30506761,8,1,3,0,1,6,40900
30506800,2,1,2,0,1,2,31080
30506843,7,1,1,0,1,1,37980
30506854,8,1,2,0,2,4,38900
30506860,8,2,3,0,1,3,41700
30506862,10,1,2,0,1,2,26420
30506906,10,1,2,0,1,2,31080
30506929,7,1,1,0,1,1,31080
30506937,8,1,2,0,1,2,40900
30506959,8,1,2,0,1,2,40900
30506961,6,1,2,0,1,2,41700
30506969,9,1,2,0,1,2,26420
30507054,8,1,4,0,1,3,35620
30507076,6,1,3,0,1,3,31080
30507113,8,1,3,0,1,3,35620
30507140,5,2,1,0,1,1,16980
30507193,11,1,2,0,1,2,40900
30507226,6,1,1,0,1,1,31080
30507233,9,1,2,0,4,3,41700
30507247,10,1,2,0,1,1,15380
30507253,6,1,2,0,1,1,16980
30507260,6,1,1,0,1,2,40140
30507297,3,1,1,0,1,1,38900
30507310,7,1,3,0,1,2,19820
30507313,9,1,2,0,2,2,33460
30507330,10,1,1,0,1,1,31080
30507439,11,1,2,0,1,2,26420
30507441,11,1,2,0,1,2,26420
30507446,2,2,2,0,1,0,33340
30507459,9,1,3,0,2,4,40900
30507466,7,2,2,0,4,2,41700
30507495,11,1,2,0,1,3,36420
30507517,3,2,1,0,1,0,33340
30507520,10,1,1,0,1,1,41940
30507537,5,2,2,0,2,1,35620
30507552,10,1,3,1,1,2,39580
30507625,6,2,4,0,1,4,31080
30507627,6,1,2,0,1,2,19100
30507629,10,1,3,1,1,2,35620
30507661,11,1,2,0,1,3,40900
30507662,2,1,2,0,4,3,35620
30507665,8,1,3,0,1,3,19100
30507709,7,1,2,0,1,2,31080
30507725,5,1,1,0,1,1,41740
30507729,2,2,1,0,1,0,35620
30507753,5,1,1,0,1,1,41860
30507824,1,1,1,0,1,1,12420
30507840,6,2,2,0,1,2,12420
30507969,7,2,3,1,1,2,26420
30507990,6,1,1,0,1,1,40140
30507993,6,1,2,0,1,3,33340
30508014,1,1,1,0,1,2,12420
30508018,5,1,2,0,1,1,35620
30508054,10,1,2,0,1,2,41740
30508061,10,2,2,0,1,2,40380
30508085,1,2,1,0,1,1,19100
30508086,3,1,2,0,1,1,41740
30508090,6,1,1,0,4,1,35620
30508156,8,1,1,0,1,1,16980
30508211,7,1,4,2,1,2,41740
30508215,7,1,4,0,1,4,35620
30508247,7,1,3,0,1,3,12060
30508315,2,1,1,0,1,1,39300
30508325,1,2,3,1,1,1,35620
30508342,6,2,1,0,1,1,33340
30508345,1,2,4,0,1,4,31080
30508347,5,1,2,0,1,2,36420
30508356,5,1,2,0,1,1,19820
30508359,4,1,1,0,1,1,19100
30508366,7,1,2,0,1,2,40900
30508387,6,1,2,0,1,1,40380
30508407,10,2,2,0,1,2,19100
30508413,6,1,2,0,1,1,33340
30508494,5,2,1,0,1,1,35620
30508528,8,1,2,0,1,2,40900
30508575,6,1,6,4,1,3,33340
30508577,6,1,1,0,1,1,16980
30508580,7,1,1,0,1,1,16980
30508600,2,1,1,0,1,2,19100
30508602,4,1,1,0,1,1,12420
30508606,11,2,3,0,1,2,41940
30508619,4,1,1,0,1,1,40900
30508629,6,1,1,0,1,1,26420
30508634,6,1,2,0,1,2,15380
30508660,11,1,2,0,4,2,19100
30508695,1,1,2,0,4,2,26420
30508703,6,2,2,0,1,2,40900
30508728,6,1,2,0,2,2,35620
30508757,7,1,2,0,1,2,17140
30508768,11,1,4,0,1,6,41740
30508773,5,2,1,0,1,1,41860
30508783,3,97,1,0,1,1,41740
30508808,6,2,1,0,1,0,35620
30508821,3,2,1,0,1,1,19100
30508842,3,1,2,0,1,1,45300
30508902,1,2,1,0,1,1,19100
30508914,2,2,1,0,1,1,40900
30508933,3,1,1,0,1,1,19100
30508968,4,1,2,0,1,1,12060
30508975,2,2,1,0,1,2,31080
30508979,5,1,1,0,1,1,40900
30509074,8,1,2,0,1,2,12060
30509082,4,1,2,0,1,2,40900
30509087,1,2,2,0,1,2,19100
30509122,10,2,2,0,1,2,31080
30509123,6,1,1,0,1,1,35620
30509160,4,1,2,0,1,1,40900
30509179,4,2,1,0,1,2,19100
30509208,8,1,2,0,1,1,41860
30509219,1,2,1,0,1,0,33340
30509250,3,1,1,0,4,1,12420
30509277,9,1,2,0,1,2,16980
30509281,6,1,2,0,1,3,19100
30509292,10,1,3,1,1,2,41740
30509303,1,2,1,0,1,0,35620
30509310,7,1,2,0,1,2,41740
30509334,10,1,2,0,1,2,35620
30509344,8,1,1,0,1,1,27260
30509362,4,2,6,1,1,4,16980
30509366,11,1,2,0,1,2,31080
30509388,3,2,3,1,2,2,40900
30509411,6,2,2,0,1,2,40900
30509470,8,1,2,0,4,4,12060
30509471,5,1,1,0,1,1,45300
30509474,6,2,2,0,1,1,19820
30509501,4,1,2,0,1,2,12420
30509509,11,1,2,0,1,2,12420
30509523,4,2,1,0,1,1,26900
30509531,8,1,2,0,1,2,33340
30509616,6,1,2,0,1,3,19100
30509631,7,1,2,0,1,3,38060
30509647,2,1,3,0,4,2,12420
30509649,7,1,2,0,1,2,12060
30509721,6,1,4,0,1,3,19820
30509729,5,1,1,0,2,1,40380
30509783,10,1,1,0,4,1,41700
30509785,6,2,2,0,1,2,19100
30509890,7,1,1,0,1,2,41740
30509920,7,1,3,1,1,1,19100
30509927,10,1,1,0,1,1,19100
30509948,4,1,3,0,1,2,41740
30509955,6,1,1,0,1,1,47260
30509967,10,1,2,0,1,5,41860
30510024,6,1,3,0,1,3,35620
30510026,6,1,2,0,1,1,33100
30510032,7,1,2,0,1,2,16980
30510036,6,1,2,0,1,3,19100
30510062,6,1,1,0,1,1,14460
30510063,8,1,2,0,1,2,35620
30510122,5,1,1,0,1,1,26420
30510159,8,1,2,0,2,2,38900
30510211,9,1,2,0,1,2,40900
30510221,8,1,4,2,1,2,41860
30510231,5,1,2,0,1,2,19100
30510321,8,2,2,1,1,6,40900
30510344,11,1,2,0,1,3,12420
30510357,9,1,1,0,1,2,19740
30510368,2,97,4,0,4,2,40380
30510392,7,1,1,0,1,1,26420
30510408,5,1,1,0,1,1,41740
30510416,7,1,2,0,1,1,38060
30510448,11,2,1,0,1,1,41860
30510451,6,1,1,0,1,1,12060
30510479,9,1,3,0,1,2,41700
30510498,9,1,2,0,1,1,41740
30510534,5,1,2,0,1,2,12060
30510539,4,2,2,1,1,0,40380
30510550,1,1,2,0,1,2,41940
30510576,7,1,3,0,1,4,19100
30510578,7,1,1,0,1,1,19100
30510593,1,1,2,0,1,2,12060
30510620,11,2,3,0,1,2,19100
30510648,10,1,4,0,4,8,41700
30510660,7,1,5,1,1,2,26420
30510668,11,1,2,0,1,3,40900
30510718,5,1,3,0,1,2,41740
30510740,10,1,3,0,1,3,31080
30510774,2,1,1,0,1,1,40140
30510835,3,2,1,0,1,0,31080
30510859,7,1,2,0,1,2,33100
30510864,5,1,2,0,1,2,31080
30510871,2,2,1,0,1,1,31080
30510911,6,1,2,0,1,2,35620
30510935,1,2,1,0,1,0,41700
30510946,5,2,3,1,1,1,35620
30511070,4,1,3,0,1,2,41740
30511134,11,1,2,0,1,2,26420
30511148,6,2,2,0,1,2,40900
30511152,3,2,1,0,1,1,19100
30511191,2,2,2,0,1,2,31080
30511221,3,1,1,0,1,1,19100
30511281,8,2,2,0,1,5,41860
30511307,9,1,2,0,2,7,16740
30511311,8,1,3,1,1,1,19100
30511341,3,1,1,0,1,1,35620
30511368,8,1,2,0,1,1,26420
30511383,10,1,4,2,1,2,19820
30511392,9,1,4,2,1,2,39300
30511436,8,1,1,0,1,1,26420
30511480,10,1,2,0,1,2,40140
30511481,6,1,1,0,1,1,41940
30511538,7,1,1,0,1,5,15380
30511708,8,1,1,0,1,1,19100
30511736,4,2,1,0,1,1,38060
30511769,7,1,1,0,1,1,12060
30511776,8,1,2,0,1,2,35620
30511789,5,1,2,0,2,3,40900
30511796,9,2,1,0,1,0,41940
30511799,5,1,2,0,2,2,39580
30511807,1,2,2,0,1,0,33340
30511810,5,1,2,0,1,1,33340
