HOUSEID,PERSONID,GASPRICE,TRAVDAY,TDAYDATE,TRPTRANS,TRPMILES,TRVLCMIN
40042354,2,263.8,1,201612,1,1.559,60
40042358,1,219.1,5,201612,2,76.66499999999999,115
40042408,1,274.8,6,201701,2,21.049999999999997,71
40042418,1,209.2,6,201612,2,87.389,220
40042418,2,209.2,6,201612,2,25.636,90
40042449,1,243.1,4,201704,2,9.100999999999999,45
40042449,2,243.1,4,201704,2,10.274000000000001,60
40042451,1,235.8,5,201703,2,69.438,150
40042451,2,235.8,5,201703,2,19.929000000000002,60
40042536,2,292.1,7,201704,2,4.5440000000000005,30
40042565,1,234.0,4,201612,2,49.368,125
40042565,2,234.0,4,201612,2,47.448,112
40042568,1,229.8,4,201611,2,18.18,40
40042615,1,223.6,5,201704,2,3.347,20
40042638,1,290.3,1,201703,1,0.056,60
40042638,1,290.3,1,201703,2,1.91,10
40042676,1,209.2,5,201612,2,6.618,30
40042676,2,209.2,5,201612,1,0.3,10
40042676,2,209.2,5,201612,2,5.693,20
40042704,1,223.3,1,201701,2,9.173,39
40042704,2,223.3,1,201701,3,3.496,30
40042722,1,245.8,7,201611,2,60.174,266
40042722,2,245.8,7,201611,2,19.401,55
40042730,1,280.1,4,201702,2,26.954,48
40042751,1,202.1,5,201612,2,59.512,79
40042751,2,202.1,5,201612,2,1.632,7
40042892,1,203.2,3,201611,2,9.057,50
40042917,1,235.2,6,201704,1,2.017,65
40042917,1,235.2,6,201704,4,11.359,110
40042917,2,235.2,6,201704,1,5.259,65
40042917,2,235.2,6,201704,4,8.852,80
40042934,1,291.8,2,201703,1,0.64,25
40042934,1,291.8,2,201703,2,36.125,70
40042934,2,291.8,2,201703,2,35.479,80
40042948,1,276.6,1,201702,1,0.171,5
40042948,1,276.6,1,201702,2,3.853,26
40042948,2,276.6,1,201702,1,0.171,5
40042948,2,276.6,1,201702,2,3.853,20
40043023,1,291.7,3,201703,1,0.192,1
40043023,1,291.7,3,201703,2,51.713,170
40043023,2,291.7,3,201703,1,0.384,2
40043023,2,291.7,3,201703,2,23.553,80
40043026,1,218.8,3,201703,2,10.839,30
40043083,1,239.6,6,201704,2,77.798,150
40043083,2,239.6,6,201704,2,77.798,150
40043123,1,235.8,2,201703,1,3.092,4
40043123,1,235.8,2,201703,2,6.349,23
40043137,1,236.9,5,201703,2,68.091,94
40043165,1,235.6,5,201702,2,253.112,507
40043165,1,235.6,5,201702,4,12.146,56
40043165,2,235.6,5,201702,2,512.748,721
40043165,3,235.6,5,201702,2,71.644,160
40043165,4,235.6,5,201702,2,402.502,475
40043197,1,212.7,3,201611,2,50.854,99
40043258,2,230.6,7,201703,2,61.298,115
40043263,1,272.0,2,201701,2,11.499,63
40043266,1,265.7,1,201611,2,48.044,88
40043266,2,265.7,1,201611,2,48.044,88
40043327,1,292.1,5,201704,2,12.197,64
40043327,2,292.1,5,201704,1,0.814,40
40043337,1,218.1,5,201703,2,3.583,20
40043343,1,245.8,5,201611,2,18.433,120
40043343,2,245.8,5,201611,2,49.921,85
40043344,1,230.2,1,201702,2,40.059,105
40043352,2,225.5,6,201702,2,85.904,210
40043374,1,203.2,2,201611,2,9.25,24
40043411,1,202.1,3,201611,1,2.3360000000000003,52
40043411,1,202.1,3,201611,2,53.54200000000001,100
40043411,1,202.1,3,201611,3,0.889,30
40043411,2,202.1,3,201611,2,93.97900000000001,155
40043492,1,230.1,7,201703,2,7.372,31
40043492,2,230.1,7,201703,2,4.018,17
40043515,1,218.1,6,201702,2,54.686,118
40043515,2,218.1,6,201702,2,49.919,117
40043538,1,208.7,7,201611,2,45.037,64
40043538,2,208.7,7,201611,2,11.682,46
40043556,1,234.0,5,201612,2,72.828,245
40043578,1,223.3,6,201701,2,3.705,10
40043633,1,220.0,6,201702,1,2.429,42
40043633,1,220.0,6,201702,3,5.9830000000000005,58
40043633,2,220.0,6,201702,1,0.996,20
40043633,2,220.0,6,201702,2,44.934,87
40043716,1,227.7,5,201701,2,203.57000000000002,304
40043716,2,227.7,5,201701,2,248.33100000000002,347
40043718,1,220.0,5,201702,2,41.519999999999996,93
40043718,2,220.0,5,201702,2,10.049,29
40043774,1,246.9,6,201701,2,115.678,210
40043781,1,219.1,4,201612,2,14.804,32
40043799,1,234.0,3,201612,2,20.334,90
40043799,2,234.0,3,201612,2,16.162,60
40043803,1,261.9,1,201701,1,1.01,20
40043803,1,261.9,1,201701,2,30.117,75
40043803,2,261.9,1,201701,2,28.136,125
40043826,2,218.1,4,201702,2,21.896,67
40043857,1,252.8,5,201703,2,19.212,62
40043857,2,252.8,5,201703,2,39.117,74
40043861,1,234.5,5,201703,2,32.906,153
40043873,1,203.2,2,201611,2,18.468,47
40043873,2,203.2,2,201611,2,21.215,61
40043873,2,203.2,2,201611,7,5.257,20
40043907,1,274.6,4,201702,1,0.852,20
40043907,1,274.6,4,201702,2,16.006999999999998,80
40043928,1,235.2,6,201704,2,56.269,95
40043928,2,235.2,6,201704,2,17.380000000000003,35
40044007,1,252.2,4,201703,2,52.524,100
40044007,2,252.2,4,201703,2,128.78300000000002,165
40044059,1,235.4,2,201703,1,2.502,6
40044059,1,235.4,2,201703,2,8.151,63
40044146,1,218.6,5,201703,2,26.755,80
40044146,2,218.6,5,201703,2,19.794,55
40044168,1,292.1,2,201704,2,29.458,69
40044168,2,292.1,2,201704,1,0.209,3
40044168,2,292.1,2,201704,2,4.553,18
40044186,1,223.0,3,201611,1,1.899,9
40044186,1,223.0,3,201611,2,84.697,170
40044189,1,262.9,5,201612,2,23.365000000000002,76
40044190,1,218.6,6,201703,2,140.954,208
40044190,2,218.6,6,201703,2,140.95499999999998,208
40044365,1,245.8,4,201611,2,5.188,12
40044365,2,245.8,4,201611,2,5.188,12
40044417,1,219.1,3,201612,2,8.472,20
40044417,3,219.1,3,201612,2,11.258,55
40044417,4,219.1,3,201612,2,2.5860000000000003,6
40044447,2,274.3,5,201701,2,603.098,588
40044553,1,281.9,6,201702,2,358.82,450
40044602,1,251.5,2,201703,2,9.157,40
40044615,1,263.8,6,201612,2,70.46900000000001,102
40044615,2,263.8,6,201612,2,75.842,100
40044616,1,290.3,5,201703,1,1.724,66
40044660,1,265.9,7,201612,2,25.202,60
40044702,1,265.9,5,201612,1,0.75,25
40044702,1,265.9,5,201612,2,20.111,70
40044703,1,219.1,1,201701,1,0.889,35
40044703,1,219.1,1,201701,2,11.886,50
40044703,2,219.1,1,201701,1,0.889,35
40044703,2,219.1,1,201701,2,10.481,40
40044716,1,240.8,2,201701,2,3.018,60
40044742,1,238.2,4,201702,2,95.975,285
40044742,2,238.2,4,201702,2,257.972,325
40044811,1,274.8,3,201701,2,8.574,45
40044811,2,274.8,3,201701,2,1.84,20
40044830,1,203.2,3,201611,2,5.491,20
40044830,2,203.2,3,201611,2,65.228,129
40044848,1,228.4,4,201612,2,26.499,65
40044848,2,228.4,4,201612,2,17.485,74
40044893,1,219.1,5,201612,2,128.303,255
40044893,1,219.1,5,201612,8,1371.932,175
40044893,2,219.1,5,201612,2,72.34299999999999,165
40044908,1,225.8,4,201701,2,41.324,83
40044908,2,225.8,4,201701,1,0.92,10
40044934,1,255.8,5,201702,2,48.31,120
40044934,2,255.8,5,201702,2,138.56799999999998,255
40044979,1,219.0,7,201702,2,11.929,35
40044979,2,219.0,7,201702,2,7.534000000000001,20
40045018,1,218.1,2,201702,2,33.093,51
40045071,1,231.3,4,201703,2,26.67,60
40045071,2,231.3,4,201703,2,5.15,20
40045078,1,274.3,6,201701,2,27.382,83
40045170,1,235.6,2,201702,2,69.747,104
40045170,2,235.6,2,201702,1,1.5,32
40045170,2,235.6,2,201702,2,69.747,104
40045183,1,252.8,4,201703,1,0.67,30
40045183,1,252.8,4,201703,6,5.869,39
40045269,1,247.9,2,201704,2,23.618,85
40045296,1,218.3,4,201702,1,1.778,90
40045296,1,218.3,4,201702,2,5.795999999999999,20
40045302,1,245.8,6,201611,2,22.951,45
40045302,2,245.8,6,201611,2,8.42,21
40045322,1,219.1,3,201612,2,80.257,116
40045322,2,219.1,3,201612,2,31.438,46
40045322,3,219.1,3,201612,2,77.519,109
40045324,1,251.5,6,201703,2,20.98,65
40045332,1,292.0,4,201703,2,8.584999999999999,50
40045385,1,255.8,5,201702,2,12.873000000000001,70
40045385,2,255.8,5,201702,2,19.62,70
40045431,1,223.3,1,201701,2,8.289,43
40045451,1,218.1,2,201702,2,15.453,35
40045451,2,218.1,2,201702,2,80.055,110
40045451,3,218.1,2,201702,2,76.255,120
40045456,1,290.3,6,201703,1,1.974,45
40045456,1,290.3,6,201703,3,2.016,25
40045478,1,243.2,5,201611,2,14.628,40
40045480,1,223.3,1,201701,2,5.23,14
40045546,1,218.8,6,201703,2,45.663,240
40045546,2,218.8,6,201703,2,45.665,240
40045553,1,291.7,1,201704,2,10.276,50
40045553,2,291.7,1,201704,2,10.276,50
40045553,3,291.7,1,201704,2,10.276,50
40045596,1,227.7,6,201701,2,12.899000000000001,30
40045637,1,219.0,6,201702,2,35.597,90
40045637,2,219.0,6,201702,2,45.972,136
40045637,3,219.0,6,201702,2,35.596000000000004,93
40045661,1,290.3,7,201703,2,67.927,51
40045661,2,290.3,7,201703,2,135.844,101
40045675,1,218.6,1,201703,2,2.114,23
40045675,2,218.6,1,201703,2,2.114,23
40045697,1,202.1,4,201611,2,20.766000000000002,60
40045697,2,202.1,4,201611,2,51.557,114
40045697,3,202.1,4,201611,2,29.655,60
40045710,1,216.4,7,201612,2,26.531,69
40045710,2,216.4,7,201612,2,26.533,71
40045749,1,256.3,2,201702,1,2.204,67
40045762,1,256.3,7,201702,2,27.405,75
40045762,2,256.3,7,201702,2,27.405,75
40045843,1,291.7,2,201703,1,1.662,155
40045843,1,291.7,2,201703,2,29.672,40
40045843,1,291.7,2,201703,9,23.227,168
40045847,1,230.6,1,201701,2,17.004,45
40046075,1,263.8,4,201611,2,42.385,135
40046075,2,263.8,4,201611,2,111.05799999999999,210
40046101,1,230.2,3,201702,2,7.542,50
40046112,1,274.8,6,201701,2,23.761000000000003,75
40046112,2,274.8,6,201701,2,40.126999999999995,70
40046130,1,292.1,7,201704,1,2.0,40
40046130,1,292.1,7,201704,2,22.155,60
40046130,2,292.1,7,201704,1,1.0,17
40046130,2,292.1,7,201704,2,14.881,54
40046131,1,235.4,1,201703,1,4.0,60
40046131,1,235.4,1,201703,2,15.373000000000001,58
40046139,2,234.5,1,201703,2,93.755,120
40046147,1,218.3,6,201702,2,11.954,50
40046147,2,218.3,6,201702,2,11.954,50
40046215,1,218.8,5,201703,2,3.533,30
40046215,1,218.8,5,201703,4,14.428999999999998,140
40046241,1,242.6,1,201612,2,17.496000000000002,30
40046241,2,242.6,1,201612,2,17.495,30
40046357,1,291.7,7,201704,2,15.792,49
40046403,1,225.1,6,201701,2,8.963000000000001,24
40046403,2,225.1,6,201701,2,9.578000000000001,30
40046441,2,236.2,5,201702,2,3.308,11
40046450,1,260.4,5,201704,1,1.0,30
40046450,1,260.4,5,201704,2,15.229,50
40046465,1,241.0,6,201611,2,1.676,10
40046465,1,241.0,6,201611,7,50.754000000000005,90
40046465,1,241.0,6,201611,8,996.642,165
40046465,2,241.0,6,201611,2,1.676,10
40046465,2,241.0,6,201611,7,50.754000000000005,90
40046465,2,241.0,6,201611,8,996.642,165
40046465,3,241.0,6,201611,2,51.351,120
40046489,1,213.1,4,201611,2,41.127,60
40046489,1,213.1,4,201611,7,17.496000000000002,90
40046489,1,213.1,4,201611,8,348.742,110
40046489,2,213.1,4,201611,2,27.264,60
40046519,1,219.1,2,201612,2,207.147,250
40046519,2,219.1,2,201612,2,207.146,250
40046535,1,263.7,6,201612,2,31.031,55
40046560,1,218.6,3,201703,2,45.588,113
40046560,2,218.6,3,201703,2,28.69,54
40046632,1,230.1,4,201703,2,115.314,180
40046632,2,230.1,4,201703,2,115.314,180
40046681,2,291.8,5,201703,2,19.665,30
40046701,1,232.4,2,201611,2,31.427999999999997,55
40046701,2,232.4,2,201611,2,24.634999999999998,69
40046726,1,274.8,6,201701,2,3.588,14
40046790,1,274.6,1,201702,1,0.196,10
40046790,1,274.6,1,201702,2,38.464,70
40046808,1,276.6,2,201702,2,9.478,45
40046808,2,276.6,2,201702,2,32.533,100
40046957,1,223.6,1,201704,2,4.4399999999999995,22
40046987,1,255.8,3,201702,2,20.004,66
40046987,2,255.8,3,201702,2,11.235,27
40046987,3,255.8,3,201702,2,52.551,82
40046988,1,235.2,1,201704,2,8.562999999999999,40
40046988,2,235.2,1,201704,2,25.302,75
40046993,1,218.1,3,201702,2,20.695999999999998,35
40046995,1,262.9,4,201612,2,22.26,60
40047038,1,220.5,5,201703,2,4.486,25
40047038,1,220.5,5,201703,3,2.642,39
40047038,2,220.5,5,201703,1,0.849,10
40047038,2,220.5,5,201703,2,28.409000000000002,85
40047116,1,262.3,7,201612,2,83.057,115
40047121,1,252.2,3,201703,2,58.838,75
40047121,1,252.2,3,201703,7,8.641,30
40047121,2,252.2,3,201703,6,8.116999999999999,60
40047121,2,252.2,3,201703,7,8.641,30
40047159,1,291.8,6,201703,2,6.513,31
40047159,2,291.8,6,201703,2,7.288,40
40047159,3,291.8,6,201703,2,26.799999999999997,75
40047159,4,291.8,6,201703,2,28.351,60
40047159,5,291.8,6,201703,4,4.096,30
40047164,1,227.9,5,201702,2,36.352000000000004,77
40047164,2,227.9,5,201702,1,0.085,1
40047164,2,227.9,5,201702,2,47.263000000000005,105
40047173,1,218.6,2,201703,1,1.3,25
40047173,1,218.6,2,201703,2,68.39200000000001,88
40047173,2,218.6,2,201703,2,2.177,22
40047174,1,259.4,6,201702,2,91.171,510
40047210,1,219.9,3,201703,2,21.968,70
40047210,2,219.9,3,201703,2,23.438,70
40047216,1,216.4,1,201612,2,63.795,105
40047216,2,216.4,1,201612,2,63.79600000000001,105
40047216,3,216.4,1,201612,2,63.79600000000001,105
40047255,1,274.6,4,201702,2,34.06,64
40047256,1,274.8,5,201701,2,23.607,40
40047256,2,274.8,5,201701,1,0.73,20
40047256,2,274.8,5,201701,2,21.347,50
40047256,3,274.8,5,201701,2,6.029,25
40047286,1,234.5,6,201703,2,44.544000000000004,102
40047350,1,223.6,4,201704,2,2.963,20
40047370,1,234.5,4,201703,2,53.307,75
40047386,1,291.7,2,201703,1,2.44,56
40047386,1,291.7,2,201703,2,5.803,12
40047386,1,291.7,2,201703,5,69.015,137
40047416,1,271.2,1,201611,2,1.463,10
40047429,1,265.9,1,201701,1,0.26,30
40047429,2,265.9,1,201701,2,13.701,39
40047456,1,274.8,4,201701,2,17.525,65
40047506,1,291.7,3,201703,2,29.332,82
40047581,1,280.1,1,201702,1,0.3,2
40047581,1,280.1,1,201702,2,31.229,97
40047582,1,208.7,7,201611,2,120.52,265
40047582,2,208.7,7,201611,2,46.095,40
40047590,1,239.6,4,201704,2,51.281,225
40047590,2,239.6,4,201704,4,4.772,60
40047598,2,203.2,7,201611,2,48.664,53
40047604,1,251.6,1,201612,2,30.71,57
40047604,2,251.6,1,201612,2,30.71,57
40047604,3,251.6,1,201612,2,18.43,73
40047604,4,251.6,1,201612,2,30.71,57
40047619,1,276.6,6,201702,2,73.47699999999999,122
40047619,1,276.6,6,201702,8,8701.108,750
40047619,2,276.6,6,201702,1,1.766,54
40047619,2,276.6,6,201702,2,7.891,51
40047662,1,220.0,6,201702,2,84.559,146
40047662,2,220.0,6,201702,2,119.664,207
40047678,1,263.7,5,201612,1,0.454,10
40047678,1,263.7,5,201612,2,47.439,87
40047746,1,281.9,3,201702,1,0.704,22
40047746,1,281.9,3,201702,2,69.93,123
40047746,2,281.9,3,201702,1,1.6469999999999998,62
40047746,2,281.9,3,201702,2,7.518000000000001,21
40047750,1,264.9,3,201701,5,37.966,130
40047750,2,264.9,3,201701,2,36.329,143
40047750,3,264.9,3,201701,1,1.188,49
40047750,3,264.9,3,201701,2,24.355,120
40047847,1,236.9,2,201702,2,14.145,49
40047873,1,227.7,2,201701,2,13.199000000000002,55
40048011,1,225.8,6,201701,2,3.198,25
40048013,1,218.1,2,201702,2,21.811,50
40048013,2,218.1,2,201702,2,29.525,80
40048014,1,256.3,7,201702,2,11.256,33
40048041,1,292.0,7,201703,2,31.041,50
40048135,1,255.3,5,201612,1,0.024,5
40048135,1,255.3,5,201612,6,8.896,75
40048135,1,255.3,5,201612,7,6.734999999999999,45
40048135,2,255.3,5,201612,2,16.632,60
40048137,1,219.0,6,201702,2,45.725,126
40048137,2,219.0,6,201702,2,6.228,20
40048173,1,261.9,4,201701,2,33.954,126
40048173,2,261.9,4,201701,2,19.000999999999998,55
40048190,1,235.6,2,201702,1,0.142,6
40048190,1,235.6,2,201702,6,3.4059999999999997,66
40048242,1,280.1,3,201702,2,32.71,60
40048277,1,223.6,3,201704,2,17.927,43
40048344,1,290.3,3,201703,1,0.234,10
40048407,1,219.0,4,201702,2,49.792,90
40048407,2,219.0,4,201702,2,58.81,99
40048452,1,241.0,7,201611,1,2.569,110
40048452,1,241.0,7,201611,4,6.188000000000001,76
40048495,1,261.9,3,201701,2,18.352,42
40048495,2,261.9,3,201701,2,14.082,28
40048495,3,261.9,3,201701,2,15.907,30
40048576,1,274.8,7,201701,2,9.511,60
40048576,2,274.8,7,201701,2,9.511,60
40048601,1,203.2,5,201611,2,64.382,80
40048621,1,220.0,4,201702,1,2.598,47
40048621,1,220.0,4,201702,2,46.078,147
40048621,2,220.0,4,201702,1,2.598,47
40048621,2,220.0,4,201702,2,5.439,19
40048666,1,262.9,4,201612,1,6.78,175
40048666,1,262.9,4,201612,2,14.58,30
40048666,2,262.9,4,201612,2,14.58,30
40048690,1,218.8,6,201703,1,1.1709999999999998,18
40048690,1,218.8,6,201703,2,40.365,99
40048690,2,218.8,6,201703,2,5.955,15
40048690,2,218.8,6,201703,4,5.214,60
40048823,1,271.2,5,201611,2,27.332,147
40048847,1,229.8,3,201611,2,19.188,57
40048847,2,229.8,3,201611,2,8.551,40
40048865,1,295.1,2,201704,7,4.729,50
40048956,1,261.9,2,201701,2,35.205,60
40049008,1,236.6,4,201702,2,12.713000000000001,35
40049008,2,236.6,4,201702,2,12.238,43
40049022,1,242.6,6,201612,2,22.15,75
40049043,1,236.9,4,201703,2,50.976,130
40049043,2,236.9,4,201703,1,0.32,15
40049043,2,236.9,4,201703,2,50.976,130
40049051,1,211.8,7,201612,2,158.575,195
40049051,2,211.8,7,201612,2,158.576,195
40049126,1,263.8,5,201701,2,36.152,124
40049147,1,281.9,4,201702,2,74.675,120
40049147,1,281.9,4,201702,3,25.095,118
40049147,2,281.9,4,201702,2,66.381,115
40049147,2,281.9,4,201702,3,18.921,179
40049189,1,230.3,2,201704,1,0.552,8
40049189,1,230.3,2,201704,2,4.282,18
40049189,1,230.3,2,201704,6,8.831,26
40049224,1,219.0,2,201702,2,29.987000000000002,60
40049224,2,219.0,2,201702,2,1.268,15
40049297,1,218.6,6,201703,2,1.867,25
40049297,1,218.6,6,201703,4,12.965,75
40049297,1,218.6,6,201703,6,13.84,75
40049306,1,230.3,2,201704,2,26.104,133
40049306,2,230.3,2,201704,2,13.334,70
40049306,3,230.3,2,201704,1,0.333,15
40049306,3,230.3,2,201704,2,3.091,10
40049331,1,213.1,3,201611,2,7.277,23
40049357,1,236.9,5,201703,1,0.036,10
40049357,1,236.9,5,201703,2,28.918,104
40049405,1,235.4,1,201703,2,31.173000000000002,67
40049415,1,271.2,1,201611,2,7.2669999999999995,55
40049427,2,225.1,5,201701,2,3.558,13
40049430,1,223.6,6,201704,2,70.461,150
40049430,2,223.6,6,201704,2,6.977,22
40049430,3,223.6,6,201704,2,13.124,50
40049430,4,223.6,6,201704,2,10.651,50
40049514,1,235.6,5,201702,1,0.708,20
40049514,1,235.6,5,201702,2,13.015,38
40049619,1,219.0,5,201702,1,5.662,30
40049619,1,219.0,5,201702,2,6.7250000000000005,39
40049619,2,219.0,5,201702,2,7.865,32
40049654,1,218.6,5,201703,2,56.489000000000004,105
40049687,1,202.1,3,201611,2,70.221,138
40049687,2,202.1,3,201611,2,64.629,92
40049689,1,223.6,4,201704,2,70.891,123
40049689,2,223.6,4,201704,2,7.834,19
40049829,1,253.0,1,201703,2,17.689,65
40049857,1,281.9,4,201702,2,520.108,505
40049857,2,281.9,4,201702,2,520.108,505
40049879,1,219.9,3,201703,1,3.0,72
40049879,1,219.9,3,201703,2,7.630000000000001,25
40049885,1,263.8,1,201701,2,27.482,42
40049885,2,263.8,1,201701,2,27.481,46
40049897,1,225.1,6,201701,1,3.003,135
40049897,1,225.1,6,201701,2,20.643,50
40049943,1,202.1,6,201612,2,58.253,184
40049943,2,202.1,6,201612,4,44.566,170
40049967,1,218.1,5,201702,2,5.73,20
40050108,1,229.8,2,201611,2,11.122,40
40050108,2,229.8,2,201611,2,11.964,40
40050149,1,292.0,4,201703,1,0.0,2
40050149,1,292.0,4,201703,2,31.852,84
40050149,2,292.0,4,201703,1,0.556,49
40050149,2,292.0,4,201703,2,16.483,40
40050180,1,274.6,5,201702,2,6.4399999999999995,60
40050210,1,292.1,4,201704,1,0.519,15
40050210,1,292.1,4,201704,2,2.301,45
40050210,1,292.1,4,201704,4,0.932,37
40050219,3,291.7,5,201703,1,1.526,60
40050219,4,291.7,5,201703,1,1.526,60
40050222,1,252.8,5,201703,1,0.5710000000000001,8
40050222,1,252.8,5,201703,2,14.294,95
40050222,1,252.8,5,201703,4,9.259,55
40050305,1,219.9,5,201703,2,11.433,63
40050305,2,219.9,5,201703,2,5.362,41
40050336,1,274.6,7,201702,2,16.94,40
40050336,1,274.6,7,201702,8,2918.766,426
40050373,1,218.8,2,201703,2,29.018,45
40050386,1,223.6,6,201704,2,30.615,60
40050386,2,223.6,6,201704,1,1.0,30
40050386,2,223.6,6,201704,2,13.248000000000001,36
40050498,1,292.0,1,201703,2,1.665,9
40050498,2,292.0,1,201703,2,8.952,25
40050509,1,254.1,3,201704,2,61.304,176
40050509,2,254.1,3,201704,2,25.233999999999998,57
40050578,1,292.0,5,201703,2,18.961,105
40050619,1,235.8,6,201703,2,35.900999999999996,143
40050619,2,235.8,6,201703,1,0.744,20
40050619,2,235.8,6,201703,2,12.31,35
40050619,2,235.8,6,201703,3,3.488,28
40050619,2,235.8,6,201703,4,5.999,52
40050669,1,235.1,2,201701,2,43.358000000000004,60
40050670,1,218.6,3,201703,2,35.149,105
40050676,1,220.0,5,201702,2,4.733,15
40050676,2,220.0,5,201702,2,16.954,50
40050685,1,238.3,4,201612,2,6.859,55
40050685,2,238.3,4,201612,2,23.53,113
40050734,1,246.9,4,201701,7,35.419,125
40050734,1,246.9,4,201701,8,777.739,132
40050746,1,265.9,4,201612,2,24.719,40
40050746,2,265.9,4,201612,2,53.564,83
40050835,1,223.6,5,201704,2,4.837,15
40050835,2,223.6,5,201704,2,10.818,40
40050847,1,216.5,4,201610,2,15.544,46
40050852,1,203.2,6,201611,2,12.419,55
40050852,2,203.2,6,201611,2,22.338,87
40050933,1,292.0,6,201703,3,9.226,70
40050933,2,292.0,6,201703,2,7.159000000000001,50
40050933,3,292.0,6,201703,2,36.806,90
40050933,4,292.0,6,201703,2,18.715,45
40050933,4,292.0,6,201703,4,11.502,150
40050945,1,272.0,7,201701,2,14.639,35
40050964,1,274.3,4,201701,1,1.0,1
40050964,1,274.3,4,201701,2,37.241,70
40050989,1,227.6,5,201703,1,2.383,65
40051053,1,227.9,6,201702,2,38.641999999999996,78
40051068,1,219.9,2,201703,1,4.72,59
40051068,1,219.9,2,201703,2,38.388000000000005,60
40051068,2,219.9,2,201703,2,82.119,135
40051068,2,219.9,2,201703,10,569.0029999999999,630
40051105,2,218.8,5,201703,2,3.583,8
40051135,1,274.8,1,201701,2,19.982,40
40051143,1,247.9,3,201704,2,11.501999999999999,60
40051153,2,255.3,1,201701,2,51.507,105
40051220,1,226.9,6,201702,2,8.282,43
40051369,1,251.5,2,201703,2,29.843,48
40051369,2,251.5,2,201703,2,31.192999999999998,55
40051369,3,251.5,2,201703,2,34.678,125
40051431,1,215.3,7,201611,1,1.422,21
40051431,1,215.3,7,201611,2,33.178000000000004,58
40051431,2,215.3,7,201611,2,33.23,64
40051437,1,238.2,6,201702,2,10.651,60
40051446,1,235.6,5,201702,2,49.512,111
40051446,2,235.6,5,201702,2,9.105,20
40051493,1,261.9,4,201701,4,2.5759999999999996,135
40051504,1,265.7,2,201611,2,10.395,35
40051524,1,274.6,2,201701,2,6.0600000000000005,20
40051531,1,263.8,6,201701,2,38.708,151
40051536,1,208.7,1,201611,2,30.106,85
40051539,1,218.8,4,201703,2,28.066,70
40051561,1,247.3,5,201611,2,65.406,148
40051561,2,247.3,5,201611,2,33.451,71
40051563,1,225.1,5,201701,7,35.1,120
40051563,2,225.1,5,201701,2,1.331,30
40051588,1,236.9,6,201703,2,37.034,110
40051588,2,236.9,6,201703,2,37.034,110
40051603,1,216.4,6,201612,2,26.006999999999998,44
40051633,1,228.4,6,201612,2,38.236999999999995,100
40051633,2,228.4,6,201612,2,44.199,131
40051639,1,271.2,4,201611,3,26.391000000000002,65
40051639,2,271.2,4,201611,2,26.391000000000002,50
40051698,1,255.8,6,201702,2,34.589,92
40051698,2,255.8,6,201702,2,32.733000000000004,80
40051725,2,225.1,5,201701,2,4.773,24
40051734,1,219.9,3,201703,2,29.396,51
40051797,1,271.2,4,201611,2,16.297,75
40051797,2,271.2,4,201611,2,14.15,55
40051892,1,208.7,3,201611,2,27.363,67
40051892,1,208.7,3,201611,3,10.0,65
40051892,2,208.7,3,201611,2,10.244,29
40051991,1,218.3,7,201702,2,16.548,40
40051991,2,218.3,7,201702,2,22.467,60
40051991,3,218.3,7,201702,2,15.889,50
40051991,4,218.3,7,201702,2,21.076,70
40052142,1,235.2,6,201704,2,31.426,99
40052143,1,223.3,5,201701,2,12.494,32
40052143,2,223.3,5,201701,2,3.083,10
40052184,1,225.8,3,201701,2,3.863,30
40052274,1,202.1,4,201611,2,38.856,70
40052274,3,202.1,4,201611,1,0.272,5
40052274,3,202.1,4,201611,2,47.693,77
40052274,4,202.1,4,201611,2,7.537000000000001,20
40052278,1,218.8,3,201703,2,42.83,115
40052310,1,223.6,2,201704,2,32.592,100
40052310,2,223.6,2,201704,2,32.592,100
40052335,1,225.5,4,201702,2,13.549,43
40052335,2,225.5,4,201702,2,12.496,60
40052390,1,245.4,6,201704,2,10.015,20
40052390,2,245.4,6,201704,2,18.903,40
40052405,3,286.7,7,201703,2,52.211,60
40052428,1,218.1,2,201702,2,12.79,20
40052428,2,218.1,2,201702,2,1.202,10
40052472,1,262.9,1,201612,2,12.481,45
40052472,2,262.9,1,201612,2,11.26,30
40052522,1,202.1,2,201611,2,463.898,520
40052529,1,242.6,2,201611,2,34.177,125
40052529,2,242.6,2,201611,2,47.049,80
40052643,1,271.2,2,201611,2,8.891,30
40052643,2,271.2,2,201611,2,7.416,30
40052659,1,202.1,7,201612,2,435.415,480
40052659,2,202.1,7,201612,2,435.415,475
40052694,1,227.6,5,201703,2,47.704,137
40052694,3,227.6,5,201703,2,5.915,32
40052694,3,227.6,5,201703,4,4.336,89
40052721,1,242.0,5,201702,1,2.696,75
40052721,1,242.0,5,201702,2,20.363,95
40052721,2,242.0,5,201702,1,2.696,55
40052721,2,242.0,5,201702,2,12.352,75
40052793,1,265.7,1,201611,2,83.13000000000001,170
40052793,2,265.7,1,201611,2,83.13000000000001,170
40052852,1,223.3,6,201701,2,12.785,35
40052854,1,220.1,3,201612,1,0.266,25
40052854,1,220.1,3,201612,2,5.992,47
40052854,2,220.1,3,201612,2,16.422,65
40052862,1,292.0,2,201703,2,53.983000000000004,110
40052862,2,292.0,2,201703,2,18.653000000000002,75
40052884,1,218.6,3,201703,2,12.803,60
40052884,2,218.6,3,201703,2,16.501,80
