HOUSEID,PERSONID,DRIVER,EDUC,R_AGE,R_RACE,R_SEX_IMP,WORKER
40114389,1,2,3,69,1,2,2
40114423,1,1,5,66,1,1,2
40114431,1,1,5,56,1,2,1
40114466,1,1,4,59,1,2,1
40114514,1,1,3,60,1,1,1
40114514,2,1,3,56,1,2,1
40114521,1,1,2,55,1,1,1
40114521,2,1,2,52,1,2,1
40114521,3,1,4,22,1,2,1
40114521,4,1,3,20,1,1,1
40114574,1,1,3,52,1,2,1
40114574,2,1,3,54,1,1,1
40114574,3,1,2,22,1,2,1
40114618,1,1,4,27,1,2,1
40114618,2,1,4,26,1,1,1
40114794,1,1,4,51,1,1,1
40114794,2,1,3,61,1,2,2
40114824,1,1,2,71,1,2,2
40114830,1,1,3,63,1,1,1
40114987,1,1,3,56,6,2,2
40115018,1,1,2,30,1,2,1
40115018,2,1,2,34,1,1,1
40115019,1,1,2,74,1,1,2
40115019,2,1,2,71,1,2,2
40115178,1,1,4,34,1,1,1
40115178,2,1,4,33,1,2,1
40115182,1,1,3,66,1,1,1
40115182,2,1,5,67,1,2,1
40115352,1,1,5,74,1,1,2
40115352,2,1,2,71,1,2,2
40115366,1,1,3,69,1,1,2
40115535,1,2,4,68,1,2,2
40115569,1,1,4,88,1,1,2
40115569,2,2,3,92,1,2,2
40115631,1,1,4,80,1,2,1
40115659,1,1,4,34,1,2,1
40115659,2,2,3,33,1,1,1
40115663,1,1,4,62,1,2,1
40115663,2,1,4,60,1,1,1
40115803,1,1,4,69,2,2,2
40115836,1,1,2,76,1,2,2
40115858,1,1,5,29,3,2,1
40115858,2,1,5,30,3,1,2
40115886,1,1,5,51,3,1,1
40115886,2,1,3,51,3,2,2
40115886,3,2,2,17,3,2,2
40115992,1,1,5,32,1,2,1
40115992,2,1,3,32,1,1,1
40116012,1,1,3,57,1,1,1
40116012,2,1,3,67,1,2,1
40116097,1,1,4,30,3,1,1
40116097,2,1,4,28,3,1,1
40116097,3,1,4,27,3,2,1
40116104,1,1,2,70,3,1,2
40116104,2,1,2,66,3,2,2
40116112,1,1,3,42,1,1,1
40116112,2,1,5,41,1,1,1
40116129,1,1,4,70,1,2,2
40116159,1,2,1,41,2,1,2
40116159,2,1,5,52,1,1,1
40116179,1,1,4,32,1,2,1
40116179,2,1,4,31,1,1,1
40116192,1,1,2,73,1,2,2
40116259,1,1,2,41,2,2,1
40116301,1,1,5,74,1,1,2
40116301,2,1,5,72,1,2,2
40116313,1,1,5,37,1,1,1
40116313,2,1,4,28,1,2,1
40116331,1,1,2,72,1,1,2
40116374,1,1,3,60,1,1,1
40116405,1,1,3,86,1,1,2
40116405,2,1,2,84,1,2,2
40116457,1,1,5,45,1,1,1
40116526,1,1,4,83,1,1,2
40116526,2,1,3,78,1,2,2
40116528,1,1,5,70,1,1,2
40116528,2,1,4,69,1,2,2
40116559,1,1,4,30,1,1,2
40116597,1,1,4,32,2,1,1
40116597,2,1,4,35,2,1,1
40116663,1,1,5,60,1,1,1
40116663,2,1,5,61,1,2,1
40116701,1,1,4,57,1,2,1
40116795,1,1,2,53,1,1,2
40116838,1,1,2,26,1,2,2
40116838,2,1,2,27,1,1,1
40116852,1,1,3,24,6,1,1
40116852,2,1,3,24,1,2,1
40116873,1,1,4,67,1,2,1
40116873,2,2,1,40,1,1,2
40116908,1,1,4,45,2,2,1
40116908,2,2,1,17,2,1,2
40116993,1,1,4,55,1,2,1
40116993,2,1,4,52,1,1,1
40116993,3,1,4,24,1,2,2
40116993,4,1,1,17,1,2,2
40117071,1,1,2,88,1,2,2
40117151,1,1,1,71,1,2,2
40117183,1,1,5,50,1,1,2
40117183,2,1,2,76,1,1,2
40117183,3,1,2,76,1,2,2
40117206,1,1,3,58,1,1,1
40117206,2,1,2,55,1,2,1
40117280,1,1,4,28,6,1,1
40117280,2,1,4,28,1,2,1
40117307,1,1,5,46,1,2,1
40117307,2,1,5,52,1,2,1
40117333,1,1,1,82,1,1,2
40117335,1,1,4,57,1,2,2
40117335,2,1,4,57,1,1,1
40117335,3,1,3,18,1,2,2
40117335,4,1,1,16,1,1,1
40117338,1,1,2,72,1,2,2
40117355,1,1,3,60,1,2,1
40117355,2,2,2,20,1,1,2
40117415,1,1,3,78,1,1,1
40117575,1,1,5,83,2,2,1
40117600,1,1,3,72,1,1,1
40117600,2,1,3,69,1,2,1
40117646,1,1,5,71,1,1,1
40117646,2,1,5,65,1,2,1
40117666,1,2,4,46,3,1,1
40117750,1,1,2,73,3,1,2
40117750,2,1,3,60,3,2,1
40117772,1,1,5,36,3,1,1
40117772,2,1,5,33,3,2,2
40117779,1,1,5,57,1,1,1
40117779,2,1,4,57,3,2,2
40117854,1,1,5,57,1,1,1
40117860,1,1,5,60,3,2,1
40117866,1,1,2,63,1,2,2
40117922,1,2,3,41,1,1,1
40117922,2,1,3,69,1,2,2
40117964,1,1,4,28,1,2,1
40117964,2,1,3,34,1,1,1
40118036,1,1,5,56,1,2,1
40118036,2,1,3,66,1,1,2
40118073,1,1,3,63,2,1,2
40118073,2,1,3,62,2,2,2
40118126,1,1,4,71,1,2,2
40118126,2,1,4,72,1,1,2
40118176,1,1,4,50,1,1,1
40118177,1,1,3,63,1,2,1
40118302,1,1,3,33,3,1,1
40118302,2,1,4,32,1,2,1
40118327,1,2,3,56,1,2,2
40118400,1,1,3,51,1,1,1
40118400,2,1,4,57,1,2,1
40118427,1,1,2,60,6,2,2
40118467,1,1,4,49,6,2,1
40118467,2,1,5,53,6,1,1
40118473,1,1,5,68,1,2,1
40118475,1,1,4,41,1,1,1
40118475,2,1,5,40,1,2,1
40118475,3,1,1,17,1,2,1
40118475,4,1,1,16,1,2,1
40118481,1,1,3,38,1,2,1
40118511,1,1,5,46,1,1,1
40118511,2,1,4,42,1,2,1
40118596,1,1,5,78,1,1,2
40118596,2,1,5,77,1,2,2
40118611,1,1,3,61,1,1,1
40118637,1,1,2,23,1,2,2
40118637,2,1,2,29,1,2,2
40118750,1,1,5,69,3,1,2
40118750,2,1,4,65,3,2,2
40118774,1,1,4,58,1,1,1
40118774,2,1,4,58,1,2,1
40118783,1,1,3,24,1,2,1
40118783,2,1,2,28,1,1,1
40118839,1,1,4,56,1,2,1
40118842,1,1,3,72,4,1,2
40118842,2,1,3,67,1,2,2
40118981,1,1,4,55,1,1,2
40118981,2,1,5,55,1,2,1
40118981,3,1,4,28,1,2,1
40119044,1,1,5,78,1,1,1
40119044,2,1,5,72,1,2,1
40119119,1,1,5,65,1,1,1
40119119,2,1,5,66,97,2,2
40119184,1,1,2,75,1,2,2
40119184,2,2,1,16,3,2,2
40119193,1,1,3,65,1,1,1
40119193,2,1,2,64,1,2,2
40119208,1,1,3,75,1,1,2
40119208,2,1,4,66,1,2,1
40119232,1,1,3,26,3,2,1
40119238,1,1,2,71,1,2,2
40119250,1,1,2,86,1,2,2
40119310,1,1,5,37,3,2,1
40119310,2,1,5,41,3,1,1
40119348,1,1,5,33,1,2,1
40119348,2,1,5,31,1,1,1
40119363,1,1,4,49,1,1,1
40119363,2,1,2,79,1,2,2
40119376,1,1,4,31,1,1,1
40119376,2,1,4,27,1,2,1
40119387,1,1,2,53,1,1,1
40119387,2,1,4,53,1,2,2
40119420,1,1,4,72,1,2,2
40119420,2,2,3,74,1,1,2
40119449,1,1,5,92,1,1,2
40119449,2,1,3,92,1,2,2
40119509,1,1,4,32,1,1,1
40119509,2,1,2,29,1,2,1
40119538,1,1,4,43,1,2,2
40119538,2,1,4,45,1,1,1
40119570,1,1,4,76,1,1,2
40119570,2,1,3,72,1,2,2
40119605,1,1,4,63,1,1,2
40119655,1,1,3,74,1,2,2
40119697,1,1,3,58,1,1,1
40119697,2,1,4,49,1,2,1
40119714,1,1,3,76,1,1,2
40119714,2,1,5,79,1,2,2
40119736,1,1,3,60,3,1,1
40119761,1,1,5,55,1,1,1
40119761,2,2,4,55,1,2,2
40119784,1,1,4,76,1,1,2
40119784,2,1,4,76,1,2,2
40119802,1,1,4,39,1,1,1
40119802,2,1,2,30,1,2,2
40119806,1,1,2,52,1,1,2
40119806,2,1,5,45,1,2,1
40119820,1,1,3,65,1,2,2
40119824,1,1,5,36,2,2,1
40119824,2,1,4,35,2,1,1
40119829,1,1,4,58,1,1,2
40119829,2,1,2,58,1,2,2
40119859,1,1,5,63,1,2,1
40119859,2,1,5,67,1,1,2
40119916,1,1,3,74,1,2,2
40119916,2,2,3,75,1,1,2
40119920,1,1,5,27,3,2,1
40119934,1,2,2,44,1,2,1
40119934,2,1,2,68,1,1,2
40119950,1,1,4,56,1,2,1
40119951,1,1,4,64,3,1,1
40119951,2,1,2,33,1,1,1
40119951,3,1,4,31,1,1,1
40119958,1,1,4,36,1,1,1
40119958,2,1,5,39,1,2,1
40119971,1,1,2,61,1,2,1
40119971,2,1,2,47,1,1,2
40119990,1,2,3,92,1,2,2
40119990,2,1,2,65,1,1,1
40119990,3,1,4,63,1,2,1
40120066,1,1,5,50,1,1,2
40120081,1,1,3,66,1,1,2
40120081,2,1,3,64,1,2,2
40120081,3,2,2,42,1,1,1
40120081,4,1,2,18,1,1,1
40120088,1,1,3,73,1,1,2
40120088,2,1,2,66,1,2,2
40120124,1,1,5,70,1,1,1
40120124,2,1,5,68,1,2,2
40120146,1,1,3,34,2,2,1
40120246,1,1,2,49,1,1,1
40120258,1,1,3,63,1,1,2
40120258,2,1,3,64,1,2,2
40120562,1,1,2,49,1,2,1
40120717,1,1,4,69,1,1,2
40120717,2,1,4,67,1,2,2
40120722,1,1,5,68,1,2,1
40120729,1,1,2,86,1,1,2
40120823,1,1,4,57,1,2,2
40120858,1,1,4,61,1,2,2
40120860,1,1,5,61,1,1,1
40120860,2,1,5,45,1,2,1
40120906,1,1,4,32,1,2,2
40120906,2,1,4,32,1,1,1
40120911,1,1,3,57,1,1,1
40120911,2,2,1,18,1,1,1
40120921,1,1,4,65,1,2,2
40121024,1,1,2,75,1,2,2
40121024,2,2,1,86,1,1,2
40121040,1,1,5,57,1,2,1
40121040,2,1,4,57,1,1,1
40121091,1,1,3,67,1,2,2
40121099,1,1,5,67,97,1,2
40121099,2,1,5,69,97,2,2
40121101,1,1,4,59,1,2,1
40121126,1,1,2,64,1,2,2
40121151,1,1,4,55,1,2,1
40121151,2,1,2,24,1,1,1
40121183,1,1,5,71,1,1,1
40121183,2,1,4,70,1,2,2
40121240,1,1,4,58,1,2,1
40121244,1,1,3,43,1,1,1
40121244,2,1,4,40,1,2,1
40121258,1,2,3,75,1,2,2
40121288,1,1,2,63,2,2,1
40121365,1,1,5,62,1,1,2
40121365,2,1,4,63,1,2,1
40121374,1,1,5,48,3,1,1
40121374,2,1,4,36,3,2,1
40121374,3,1,1,16,3,2,2
40121389,1,1,4,23,1,1,1
40121398,1,1,3,74,4,2,2
40121470,1,1,5,33,3,1,1
40121486,1,1,5,33,2,1,1
40121486,2,1,4,34,2,2,1
40121511,1,1,4,48,1,2,1
40121524,1,2,4,66,1,2,2
40121553,1,1,5,68,1,1,2
40121553,2,1,2,65,1,2,1
40121594,1,1,2,74,1,2,2
40121594,2,2,3,78,1,1,2
40121606,1,1,4,70,1,2,1
40121635,1,2,3,84,1,2,2
40121640,1,1,4,69,2,2,2
40121651,1,1,5,66,2,2,1
40121684,1,1,5,53,1,1,1
40121684,2,1,4,23,1,1,1
40121685,1,1,5,31,1,1,1
40121800,1,1,3,66,1,1,2
40121823,1,1,5,48,1,2,1
40121840,1,1,2,72,1,1,1
40121840,2,1,2,70,1,2,2
40121851,1,1,5,59,3,1,2
40121851,2,1,5,59,3,2,2
40121906,1,1,4,40,5,2,1
40121906,2,1,3,40,5,1,1
40121962,1,1,4,33,1,1,1
40121962,2,1,4,33,1,2,1
40121988,1,1,3,61,1,2,1
40122008,1,1,2,35,1,2,2
40122008,2,1,5,33,3,1,1
40122044,1,1,3,66,1,2,1
40122047,1,2,2,86,1,2,2
40122047,2,2,2,92,1,1,2
40122059,1,1,5,58,1,2,2
40122059,2,2,2,19,1,1,2
40122198,1,1,3,28,1,2,1
40122226,1,1,2,55,1,1,1
40122226,2,1,2,54,1,2,1
40122226,3,1,3,22,1,2,1
40122236,1,1,3,44,1,2,1
40122236,2,1,1,77,1,1,2
40122236,3,1,2,74,1,2,2
40122262,1,1,5,73,1,2,1
40122283,1,1,2,60,97,1,2
40122283,2,1,3,60,1,2,1
40122314,1,1,5,67,3,1,1
40122314,2,1,5,63,1,2,2
40122329,1,1,3,72,1,2,2
40122329,2,1,2,75,1,1,2
40122397,1,1,2,73,1,2,1
40122397,2,1,3,46,1,2,1
40122398,1,1,4,26,1,2,1
40122398,2,1,4,33,1,1,1
40122401,1,2,2,36,1,1,1
40122415,1,2,1,64,97,2,2
40122507,1,1,3,76,1,1,2
40122507,2,1,4,73,1,2,2
40122512,1,1,2,66,1,1,2
40122512,2,2,4,66,1,2,2
40122552,1,1,3,52,1,1,1
40122552,2,1,2,54,1,2,1
40122579,1,1,4,27,1,2,1
40122720,1,1,5,61,1,1,1
40122740,1,1,4,68,2,1,1
40122740,2,1,5,68,3,2,2
40122826,1,1,2,71,2,1,2
40122858,1,1,5,79,1,2,2
40122858,2,2,5,80,1,1,1
40122866,1,1,4,55,1,2,1
40122874,1,1,5,58,1,1,1
40122874,2,1,5,58,97,2,1
40122874,3,1,1,17,6,1,1
40122891,1,1,4,58,1,1,1
40122891,2,1,5,58,1,2,1
40122928,1,1,5,78,1,1,2
40122928,2,2,2,62,1,2,2
40122996,1,1,5,54,1,1,1
40122997,1,2,5,92,1,2,2
40123067,1,1,3,61,1,2,1
40123067,2,1,3,61,1,1,1
40123071,1,1,2,69,1,2,1
40123071,2,2,2,72,1,2,2
40123071,3,1,1,17,1,2,1
40123247,1,1,3,31,2,1,2
40123260,1,1,4,57,1,2,1
40123260,2,1,4,23,1,1,2
40123314,1,1,2,52,1,1,1
40123314,2,1,1,43,2,2,1
40123330,1,1,3,54,1,2,1
40123330,2,1,3,53,1,1,1
40123355,1,1,4,62,3,1,1
40123355,2,1,3,58,3,2,1
40123355,3,1,3,21,3,2,1
40123415,1,1,4,38,1,2,1
40123415,2,1,4,40,1,1,1
40123416,1,1,5,32,1,2,1
40123416,2,1,4,36,1,1,1
40123429,1,1,5,67,1,1,2
40123429,2,1,5,56,1,2,1
40123429,3,2,1,16,1,2,2
40123486,1,1,5,64,1,1,2
40123571,1,1,5,65,1,1,2
40123571,2,1,5,64,1,2,1
40123592,1,1,5,41,3,1,1
40123592,2,1,5,31,3,2,2
40123615,1,1,5,77,1,1,2
40123615,2,2,2,57,1,2,1
40123660,1,1,3,72,1,2,2
40123660,2,1,3,73,1,1,2
40123665,1,1,3,49,1,1,1
40123665,2,1,3,48,1,2,1
40123682,1,1,5,63,1,1,2
40123689,1,1,4,77,1,1,1
40123689,2,1,4,78,1,2,2
40123695,1,1,5,60,1,1,1
40123695,2,1,5,54,1,2,1
40123702,1,1,4,27,1,2,1
40123702,2,1,4,28,97,1,1
40123827,1,1,5,66,1,1,2
40123827,2,1,4,67,1,2,2
40123869,1,1,5,48,2,2,1
40123869,2,1,3,52,2,1,1
40123869,3,2,3,19,2,1,1
40123870,1,1,4,60,1,2,1
40123870,2,1,3,60,1,1,1
40123927,1,1,4,24,1,2,1
40123927,2,1,4,23,1,1,1
40123960,1,1,2,54,1,1,1
40124020,1,1,4,41,1,2,1
40124020,2,1,4,41,1,1,1
40124085,1,1,5,24,1,2,1
40124166,1,1,4,64,1,1,1
40124182,1,1,5,35,1,1,1
40124182,2,1,5,33,1,2,1
40124182,3,1,2,23,1,2,1
40124215,1,1,4,79,1,2,2
40124217,1,1,5,71,1,2,1
40124234,1,1,5,66,1,1,1
40124234,2,1,5,58,1,2,1
40124234,3,2,1,16,1,2,2
40124252,1,1,4,66,1,2,2
40124252,2,1,2,52,1,1,1
40124257,1,1,5,50,1,2,1
40124267,1,1,5,61,1,1,1
40124283,1,1,3,42,2,2,1
40124393,1,1,3,54,1,2,1
40124419,1,1,5,63,1,2,2
40124419,2,1,4,63,1,1,1
40124457,1,1,5,65,3,1,2
40124457,2,1,4,69,3,2,2
40124458,1,1,4,57,1,1,1
40124458,2,1,4,61,1,2,1
40124533,1,1,5,63,3,1,1
40124533,2,1,3,63,3,2,1
40124563,1,1,2,73,6,2,2
40124589,1,2,2,57,3,1,2
40124589,2,2,2,52,3,2,1
40124600,1,1,3,46,4,1,1
40124672,1,1,4,67,2,1,1
40124672,2,1,4,67,2,2,2
40124708,1,2,4,49,1,1,1
40124710,1,2,5,33,1,1,1
40124710,2,1,4,29,1,2,1
40124785,1,1,2,74,1,2,2
40124785,2,2,2,80,1,1,2
40124785,3,1,5,44,1,1,1
40124819,1,1,4,23,1,1,1
40124859,1,1,2,78,1,2,2
40124964,1,1,5,68,1,2,1
40124964,2,1,5,81,1,1,2
40125024,1,1,3,67,3,1,2
40125024,2,2,2,63,3,2,2
40125024,3,1,4,24,3,1,2
40125146,1,1,2,75,1,2,2
40125146,2,1,2,80,1,1,1
40125151,1,1,4,59,1,2,2
40125151,2,2,4,60,1,1,2
40125155,1,1,5,44,2,2,1
40125227,1,1,3,65,6,1,2
40125227,2,1,2,64,6,2,1
40125227,3,1,4,40,6,2,1
40125227,4,2,1,18,6,1,2
40125262,1,1,4,38,1,2,1
40125262,2,1,4,42,1,1,1
40125298,1,1,2,68,1,1,2
40125298,2,1,3,22,1,2,2
40125325,1,2,2,69,1,2,1
40125325,2,1,3,42,1,2,1
40125366,1,1,4,86,1,1,2
40125366,2,2,4,92,1,2,2
40125410,1,2,3,86,1,2,2
40125515,1,1,5,58,2,2,1
40125515,2,1,5,60,2,1,1
40125545,1,1,3,71,1,1,2
40125545,2,1,3,69,3,2,1
40125569,1,1,5,33,3,1,1
40125569,2,1,5,33,3,2,1
40125609,1,1,4,73,1,1,2
40125609,2,1,5,75,1,2,2
40125661,1,1,4,82,1,1,2
40125728,1,1,5,70,1,1,2
40125728,2,1,4,69,1,2,2
40125734,1,1,3,68,2,2,2
40125777,1,1,3,71,1,2,2
40125847,1,1,4,43,1,1,1
40125994,1,1,3,58,1,1,1
40125994,2,1,4,56,1,2,2
40126001,1,1,2,38,2,2,1
40126001,2,1,3,37,2,2,1
40126005,1,1,2,63,3,1,1
40126005,2,2,2,63,3,2,1
40126077,1,1,3,60,1,2,1
40126077,2,1,3,62,1,1,2
40126084,1,1,3,72,1,2,2
40126084,2,1,3,83,1,1,2
40126109,1,1,4,52,1,1,1
40126109,2,1,3,53,1,2,2
40126130,1,1,4,45,2,2,1
40126195,1,1,4,74,1,1,1
40126195,2,1,2,71,1,2,2
40126317,1,1,5,58,1,1,1
40126317,2,1,5,61,1,2,1
40126344,1,1,5,80,1,1,2
40126344,2,1,2,74,1,2,2
40126370,1,1,5,64,1,2,1
40126370,2,1,5,64,1,1,1
40126416,1,1,3,41,1,2,1
40126416,2,2,3,20,1,1,2
40126416,3,2,3,66,1,2,2
40126416,4,1,3,19,1,2,1
40126416,5,2,1,16,1,2,2
40126428,1,1,3,73,1,1,2
40126428,2,1,4,72,1,2,2
40126487,1,1,3,56,1,2,1
40126487,2,1,2,55,1,1,1
40126490,1,1,4,42,1,1,1
40126497,1,1,5,40,1,2,1
40126497,2,1,4,55,1,1,1
40126567,1,1,4,57,1,2,1
40126567,2,1,2,72,1,2,2
40126713,1,1,2,78,1,2,2
40126713,2,1,1,81,1,1,2
40126724,1,1,5,65,1,1,1
40126816,1,2,3,45,97,2,2
40126845,1,1,4,62,1,1,1
40126845,2,1,2,56,1,2,1
40126906,1,1,3,57,1,1,1
40126906,2,1,3,52,1,2,2
40126906,3,1,3,21,1,1,2
40126958,1,1,2,63,1,1,2
40127002,1,1,5,43,1,2,1
40127028,1,2,2,52,1,1,1
40127040,1,1,5,31,2,1,1
40127049,1,1,3,60,1,2,1
40127049,2,1,3,70,1,1,2
40127096,1,1,5,74,1,1,1
40127208,1,1,3,65,1,1,1
40127208,2,1,5,66,1,2,1
40127263,1,1,3,56,6,2,1
40127263,2,1,3,64,97,1,2
40127263,3,1,4,27,97,2,1
40127290,1,2,2,92,1,2,2
40127295,1,1,3,18,1,1,1
40127295,2,1,3,55,1,2,1
40127329,1,1,2,58,1,2,2
40127387,1,1,4,79,1,1,1
40127387,2,1,4,77,1,2,2
40127394,1,1,2,82,1,2,1
40127394,2,2,2,76,1,2,2
40127394,3,1,3,54,1,1,2
40127435,1,1,4,58,1,2,1
40127435,2,1,4,58,1,1,1
40127435,3,1,4,26,1,1,1
40127435,4,2,2,45,1,2,2
40127472,1,1,3,65,1,1,1
40127472,2,1,3,64,1,2,2
40127472,3,1,2,25,1,1,1
40127490,1,1,3,34,1,1,1
40127575,1,1,5,36,1,1,2
40127575,2,1,5,32,1,2,2
40127591,1,1,3,66,1,1,2
40127597,1,1,4,56,1,1,1
40127604,1,1,2,56,1,2,1
40127604,2,1,5,52,1,2,1
40127613,1,1,2,57,1,1,1
40127613,2,2,2,66,1,2,2
40127636,1,1,4,64,1,2,2
40127636,2,1,2,67,1,1,1
40127802,1,1,4,85,1,2,2
40127841,1,1,5,26,97,1,1
40127875,1,1,4,75,1,2,2
40127970,1,1,3,69,1,2,2
40128029,1,1,4,79,1,2,2
40128029,2,1,2,85,1,1,2
40128047,1,1,3,71,1,1,2
40128047,2,1,3,69,1,2,2
40128075,1,2,5,68,2,2,2
40128121,1,1,5,62,1,1,1
40128121,2,1,4,60,1,2,2
40128128,1,1,3,79,1,1,2
40128249,1,1,3,44,2,2,1
40128255,1,1,4,88,1,2,2
40128282,1,1,5,36,3,1,2
40128282,2,1,5,32,3,2,1
40128298,1,2,5,92,1,1,2
40128338,1,1,3,53,1,2,1
40128338,2,1,3,53,1,1,1
40128376,1,1,3,58,1,1,1
40128376,2,1,3,58,1,2,1
40128458,1,1,3,69,1,1,2
40128458,2,1,3,65,1,2,2
40128531,1,1,3,72,1,2,2
40128531,2,1,3,73,1,1,2
40128579,1,2,2,69,2,2,2
40128579,2,2,2,26,2,1,1
40128600,1,1,4,54,1,1,1
40128600,2,1,3,51,2,1,1
40128638,1,1,4,55,1,1,1
40128638,2,1,4,54,1,2,1
40128684,1,1,5,66,2,2,2
40128684,2,1,3,40,2,1,1
40128699,1,1,5,35,1,2,1
40128700,1,1,2,59,1,2,2
40128700,2,2,3,68,1,1,2
40128719,1,1,2,60,1,2,1
40128737,1,1,3,70,1,1,2
40128829,1,1,4,61,1,1,2
40128829,2,1,2,60,1,2,1
40128958,1,1,5,61,1,1,2
40128958,2,1,5,58,1,2,1
40128971,1,1,3,70,1,2,2
40128971,2,1,4,71,1,1,2
40128977,1,1,4,52,1,2,1
40128977,2,1,2,54,1,1,1
40128977,3,1,4,23,1,2,1
40128977,4,1,4,21,1,2,2
40129013,1,1,5,50,3,1,1
40129081,1,1,2,53,1,2,2
40129081,2,1,2,55,1,1,1
40129103,1,1,2,72,1,2,1
40129103,2,2,1,78,1,1,2
40129122,1,1,4,62,1,1,2
40129141,1,1,5,27,1,1,1
40129164,1,1,5,81,1,1,2
40129164,2,1,2,80,1,2,2
40129164,3,1,5,50,1,2,1
40129185,1,1,5,83,1,1,2
40129185,2,1,2,73,1,2,2
40129195,1,2,3,86,1,1,2
40129195,2,1,2,84,1,2,2
40129247,1,1,4,66,1,1,2
40129276,1,2,4,54,1,2,1
40129276,2,1,3,59,1,1,1
40129276,3,2,5,30,1,2,1
40129289,1,1,3,59,2,2,1
40129289,2,1,3,27,2,1,1
40129456,1,1,5,69,1,1,2
40129456,2,1,3,67,1,2,2
40129494,1,1,5,69,1,1,1
40129494,2,1,4,66,1,2,1
40129580,1,1,5,71,1,2,1
40129624,1,1,3,33,6,2,1
40129624,2,1,3,64,2,2,2
40129633,1,1,3,76,97,2,1
40129633,2,1,4,79,1,1,2
40129640,1,1,2,59,6,2,1
40129640,2,1,2,51,1,1,1
40129673,1,1,5,67,1,1,2
40129673,2,1,3,77,1,1,2
40129696,1,1,2,56,1,2,1
40129696,2,1,4,57,1,1,1
40129696,3,1,4,23,1,2,1
40129780,1,1,4,33,1,2,1
40129780,2,1,4,33,1,1,1
40129815,1,1,5,42,3,2,2
40129815,2,2,1,16,6,2,2
40129854,1,1,5,41,1,2,1
40129854,2,1,4,45,1,1,1
40129868,1,1,5,65,1,1,1
40129868,2,1,4,26,1,2,1
40129893,1,1,2,55,1,2,2
40129893,2,1,1,53,1,1,1
40129893,3,1,5,25,1,2,1
40129893,4,1,4,24,1,2,1
40129898,1,1,3,66,1,1,1
40129898,2,1,3,63,1,2,1
40129898,3,2,3,92,1,2,2
40129913,1,1,3,69,1,2,2
40129967,1,1,4,71,1,1,1
40129967,2,1,3,68,1,2,1
40130014,1,1,3,52,1,2,1
40130015,1,1,3,78,6,1,2
40130016,1,1,3,61,1,2,2
40130045,1,1,5,63,1,2,2
40130047,1,1,1,63,97,1,2
40130047,2,1,1,65,97,2,2
40130047,3,1,1,32,97,1,1
40130097,1,1,3,92,1,1,2
40130097,2,2,1,85,1,2,2
40130103,1,1,4,31,1,1,1
40130103,2,1,4,30,1,2,1
40130169,1,2,2,80,2,2,2
40130231,1,1,3,37,1,2,1
40130235,1,1,3,62,1,2,2
40130235,2,1,3,61,1,1,1
40130237,1,1,4,73,1,1,2
40130237,2,1,3,74,1,2,2
40130288,1,1,3,66,1,2,1
40130304,1,1,2,60,1,1,1
40130304,2,1,2,59,1,2,2
40130304,3,2,2,84,1,1,2
40130304,4,1,2,79,1,2,2
40130304,5,1,1,18,1,1,2
40130323,1,1,5,38,1,2,1
40130334,1,1,5,35,1,2,1
40130452,1,1,3,62,1,1,2
40130452,2,1,3,68,1,2,2
40130474,1,1,3,67,1,2,2
40130477,1,1,4,52,1,1,1
40130506,1,2,4,87,2,1,2
40130506,2,2,1,77,2,2,2
40130548,1,1,4,68,1,2,1
40130548,2,1,5,71,1,1,2
40130567,1,1,3,73,1,2,2
40130567,2,1,3,72,1,1,2
40130580,1,1,4,53,1,1,1
40130580,2,1,5,57,1,2,1
40130580,3,2,3,24,1,1,2
40130580,4,1,3,21,1,2,2
40130617,1,1,5,30,3,1,1
40130617,2,1,5,30,3,2,1
40130617,3,2,5,59,3,2,2
40130637,1,1,4,74,4,2,2
40130637,2,2,2,84,1,1,2
40130741,1,1,4,75,1,2,2
40130792,1,1,4,61,1,1,1
40130792,2,1,4,62,1,2,1
40130820,1,1,2,81,2,1,2
40130820,2,1,4,26,1,2,1
40130820,3,1,2,54,2,1,1
40130860,1,1,5,34,3,2,1
40130860,2,1,2,61,3,2,1
40130860,3,1,2,64,3,1,1
40130863,1,1,3,51,1,2,1
40130863,2,1,2,55,97,1,1
40130866,1,1,4,44,1,1,1
40130866,2,1,4,38,1,2,1
40130869,1,1,4,57,1,2,2
40130869,2,1,4,56,1,1,1
40130881,1,1,2,85,1,2,2
40130921,1,1,4,33,3,1,1
40130921,2,1,5,28,3,2,2
40130969,1,1,3,62,1,2,1
40131022,1,1,1,79,1,1,2
40131022,2,2,2,56,1,2,2
40131044,1,1,3,73,1,1,2
40131044,2,1,5,70,1,2,2
40131068,1,1,4,66,1,2,2
40131068,2,1,4,67,1,1,2
40131074,1,1,3,48,2,2,1
40131119,1,1,4,46,5,2,1
40131129,1,2,4,84,1,1,2
40131131,1,1,4,53,1,2,2
40131131,2,1,5,54,1,1,1
40131207,1,1,5,53,1,1,1
40131319,1,1,5,67,1,1,2
40131319,2,1,2,66,6,2,2
40131330,1,1,4,37,1,2,1
40131330,2,1,5,38,1,1,1
40131356,1,1,4,59,1,1,1
40131356,2,1,3,59,1,2,1
40131415,1,1,5,48,1,1,1
40131415,2,1,4,47,1,2,1
40131624,1,1,3,71,3,1,2
40131624,2,1,5,65,3,2,1
40131624,3,1,3,36,3,1,1
