age,home_ownership,income,vote20turnoutjb,particip_count,meeting,moneyorg,protest,online,persuade,button,loans2,diversity7,experts,compro1,compro2,pcorrect,expavoid,callout_social,callout_person,fttrump1,ftbiden1,ftobama1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1
61,2,20,1,4,0,1,0,0,0,1,77,1,5,1,3,3,1,2,1,0,80,90,1,50,60,50,25,15,10,90
31,2,3,0,0,0,0,0,0,0,0,77,4,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
40,2,17,1,2,0,0,0,1,0,0,2,1,2,1,2,8,2,2,1,20,80,90,10,80,75,50,70,50,60,90
21,2,14,1,0,0,0,0,0,0,0,1,1,1,1,5,8,2,2,2,70,90,95,86,85,98,90,91,86,84,87
22,2,22,1,1,0,1,0,0,0,0,77,3,3,1,3,3,2,2,1,70,50,40,75,20,5,50,1,30,60,50
39,2,21,1,2,1,1,0,0,0,0,1,1,1,1,3,8,1,1,1,100,100,80,100,100,100,100,100,100,100,100
38,2,6,1,8,1,1,1,1,1,1,77,1,1,1,1,1,1,1,1,90,90,90,90,90,90,90,90,90,90,90
78,2,21,1,4,0,1,0,0,1,0,77,7,3,1,3,2,1,2,1,95,10,5,99,5,0,90,0,95,90,35
70,2,7,1,0,0,0,0,0,0,0,77,5,3,1,3,2,2,2,2,90,10,10,75,1,1,1,0,1,1,30
79,1,7,1,4,0,1,0,1,1,0,2,4,4,1,3,8,1,2,1,0,80,100,80,80,90,10,65,30,20,90
65,1,17,1,3,0,0,0,1,0,1,77,1,5,1,3,1,2,1,1,0,60,90,0,50,70,10,80,10,0,90
19,2,24,1,2,0,0,1,0,0,0,77,1,2,1,4,1,2,2,1,0,45,100,39,45,63,25,19,6,34,45
53,1,3,1,0,0,0,0,0,0,0,7,1,1,1,4,8,2,2,2,30,100,100,70,0,100,0,0,0,0,0
39,2,21,1,1,0,0,0,0,0,0,77,2,4,1,2,4,2,2,1,0,50,75,40,50,35,55,50,50,65,95
76,2,21,1,0,0,0,0,0,0,0,77,2,3,2,3,2,2,2,2,85,55,65,95,55,0,45,50,35,55,100
73,2,11,1,5,0,1,0,1,1,0,5,2,4,1,2,8,2,2,2,0,75,80,10,90,50,10,60,70,0,100
40,2,26,1,5,0,1,1,1,0,1,1,1,4,1,4,8,2,1,1,70,60,80,70,70,80,60,80,60,80,80
32,2,11,1,3,0,1,1,1,0,0,1,1,1,1,5,8,1,1,2,100,70,50,60,70,60,60,70,50,50,60
70,2,4,1,0,0,0,0,0,0,0,6,5,4,1,3,8,2,2,2,100,1,0,99,40,0,40,0,50,10,95
58,2,25,1,0,0,0,0,0,0,0,6,3,4,1,3,8,2,2,2,70,50,80,60,50,40,50,50,60,50,100
37,1,6,1,1,0,0,0,0,1,0,77,1,4,1,2,2,2,2,1,0,40,95,5,75,60,55,95,60,50,90
38,2,16,1,4,1,0,0,1,1,0,2,1,2,1,3,8,1,1,1,0,65,75,0,65,60,50,75,30,10,80
22,1,21,1,2,0,1,1,0,0,0,77,4,3,1,2,3,1,2,2,45,50,100,45,100,20,35,55,70,80,75
79,2,9,1,0,0,0,0,0,0,0,77,2,3,1,3,3,2,2,2,85,30,40,85,45,15,75,5,75,70,98
53,2,20,1,1,0,0,0,0,0,0,5,3,4,1,4,8,1,2,1,32,65,87,61,73,45,38,11,69,62,81
62,2,1,1,0,0,0,0,0,0,0,77,1,3,1,2,2,2,2,1,80,1,1,90,1,0,1,0,1,50,90
65,1,2,1,2,0,0,0,1,0,0,2,1,3,1,3,8,2,1,1,0,90,100,0,60,95,1,75,30,0,99
29,2,21,1,0,0,0,0,0,0,0,77,1,1,1,1,1,1,2,2,0,100,100,0,0,0,0,0,0,0,0
56,1,7,0,0,0,0,0,0,0,0,77,4,3,2,3,2,2,2,2,45,75,80,45,45,20,40,35,35,35,40
56,2,23,1,4,0,1,1,1,0,0,77,4,4,1,2,3,1,2,1,80,15,45,85,10,0,65,0,75,80,75
47,2,21,1,0,0,0,0,0,0,0,77,4,2,1,2,2,1,2,2,75,25,25,66,0,0,12,12,66,0,57
35,1,22,0,1,0,0,0,1,0,0,7,3,3,2,3,8,2,1,2,50,40,50,40,50,20,30,10,30,50,30
67,1,5,1,3,0,0,0,1,1,0,77,1,4,2,4,2,1,2,1,5,95,98,9,95,98,10,88,20,20,60
76,1,8,1,0,0,0,0,0,0,0,77,6,3,2,5,4,2,2,2,60,0,0,50,60,0,50,0,0,50,100
55,2,26,1,4,0,0,1,0,1,0,7,5,4,1,3,8,2,2,1,75,20,20,80,20,0,65,5,75,70,70
51,1,6,1,0,0,0,0,0,0,0,77,4,3,1,3,3,2,2,2,0,50,90,30,30,50,30,30,30,30,30
20,2,26,1,5,1,1,0,1,1,0,1,2,1,1,3,8,2,2,2,100,89,99,100,99,99,100,88,77,66,88
44,2,2,1,0,0,0,0,0,0,0,3,4,3,1,2,8,2,2,2,90,50,85,90,90,50,0,0,90,0,65
49,1,2,1,0,0,0,0,0,0,0,4,4,3,1,4,8,2,2,2,0,50,60,0,0,0,0,0,0,0,0
56,2,21,1,3,1,0,1,0,0,0,77,2,4,1,2,3,1,2,1,5,70,85,10,75,85,25,60,35,20,90
66,2,22,1,0,0,0,0,0,0,0,4,2,4,1,2,8,1,2,1,0,60,60,50,60,60,60,20,70,20,80
67,2,8,1,1,0,0,0,0,0,0,2,2,4,1,2,8,2,2,2,15,85,95,20,80,85,40,85,50,25,98
61,1,16,1,0,0,0,0,0,0,0,4,4,3,1,2,8,2,2,1,30,30,50,50,50,15,30,15,15,50,85
69,1,4,1,0,0,0,0,0,0,0,7,2,2,2,4,8,2,2,2,85,0,0,0,0,0,0,0,0,0,0
26,2,7,1,1,0,0,0,0,0,0,77,2,3,1,4,2,1,2,1,50,15,30,55,15,5,10,5,5,5,5
42,2,22,1,4,1,1,1,0,1,0,3,5,3,1,4,8,1,1,2,40,80,60,50,50,50,50,50,50,50,50
22,1,7,1,3,1,0,0,0,1,0,4,3,2,1,4,8,2,2,2,6,26,97,36,26,37,89,27,39,43,26
21,1,6,1,5,1,1,0,1,1,0,2,7,1,1,2,8,2,2,1,15,45,86,75,90,20,25,30,50,40,85
57,2,1,1,2,0,0,0,0,1,0,77,4,4,1,4,4,2,2,1,0,3,50,75,2,2,2,0,5,55,98
43,1,5,1,0,0,0,0,0,0,0,7,5,2,1,2,8,2,2,2,85,0,0,85,50,0,20,0,70,50,10
70,2,9,1,0,0,0,0,0,0,0,77,4,3,1,3,2,2,2,2,90,0,40,90,50,0,0,0,0,2,100
22,2,15,1,2,0,0,0,1,0,0,4,4,4,2,3,8,1,1,1,0,85,100,0,100,50,50,50,50,50,50
56,2,21,1,0,0,0,0,0,0,0,7,4,3,1,3,8,1,2,1,85,30,30,70,5,0,5,0,50,50,75
20,3,11,1,0,0,0,0,0,0,0,77,5,4,1,2,3,2,2,2,0,85,100,50,50,50,50,50,50,50,50
50,1,6,1,6,1,1,0,1,1,0,77,1,2,1,2,2,2,2,2,0,50,50,2,5,39,6,75,5,45,15
70,1,12,1,2,0,0,0,1,0,0,77,6,3,2,3,4,2,2,1,100,0,30,85,50,0,65,0,85,90,100
57,2,6,1,0,0,0,0,0,0,0,1,4,4,2,2,8,1,2,1,20,90,90,20,30,80,75,70,70,50,90
27,3,2,0,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,0,0,100,0,0,0,0,0,0,0,0
31,2,20,1,4,0,1,0,1,1,1,3,2,2,1,4,8,2,1,1,50,53,85,45,44,43,42,42,41,50,53
62,2,12,1,0,0,0,0,0,0,0,3,1,3,1,2,8,1,2,1,0,1,60,0,30,40,0,90,0,0,90
42,2,20,1,1,0,0,0,0,1,0,4,2,3,1,4,8,2,2,2,0,50,50,0,0,35,20,10,10,0,0
34,1,8,1,3,0,0,0,1,0,0,77,5,2,2,3,1,1,1,1,0,0,75,0,0,76,0,0,0,0,0
39,2,22,1,1,0,0,0,1,0,0,5,2,5,1,1,8,2,1,2,60,100,50,40,40,40,50,50,60,40,40
79,2,11,1,0,0,0,0,0,0,0,77,1,5,1,2,2,2,2,2,0,83,97,4,80,88,2,20,4,40,99
60,2,5,1,0,0,0,0,0,0,0,77,1,3,1,1,1,2,2,2,0,100,100,0,0,100,0,100,0,100,100
43,2,22,1,3,0,0,1,0,0,1,77,2,2,1,4,4,2,2,1,96,80,99,85,82,76,78,82,84,87,84
81,2,14,1,1,0,0,0,1,0,0,7,4,3,1,4,8,2,2,2,100,0,0,100,0,0,75,0,80,75,45
73,1,7,1,0,0,0,0,0,0,0,1,1,3,1,2,8,2,2,2,0,90,100,0,75,95,75,80,1,0,90
62,2,12,1,3,1,0,0,0,1,0,77,3,4,1,2,2,2,2,2,30,48,50,60,30,20,35,25,30,25,50
36,2,6,1,4,0,1,0,0,1,0,6,6,3,1,3,8,1,2,2,100,0,0,100,100,0,100,0,40,100,100
66,2,4,1,0,0,0,0,0,0,0,77,1,5,1,2,1,2,2,2,1,90,99,0,40,90,40,90,30,90,100
70,2,9,1,5,1,0,1,1,1,0,77,4,3,2,4,4,1,2,1,100,0,0,100,0,0,80,0,95,100,70
65,2,20,1,3,0,0,0,1,1,0,77,2,2,2,4,2,2,2,2,0,5,50,0,40,0,0,90,5,0,90
24,1,16,1,4,0,1,0,1,0,1,2,2,3,1,3,8,1,1,1,30,50,70,60,60,50,50,30,40,50,40
48,1,6,1,0,0,0,0,0,0,0,77,2,2,1,3,2,1,2,1,85,20,10,85,50,0,50,50,50,50,20
53,1,5,1,1,0,0,0,0,0,0,77,2,2,1,3,3,1,2,1,40,50,70,50,50,40,60,60,50,40,40
57,1,12,0,0,0,0,0,0,0,0,7,7,5,1,1,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
38,1,19,1,4,1,1,1,1,0,0,1,1,1,1,5,8,1,1,1,80,100,100,100,100,100,100,100,100,100,100
40,2,22,1,1,0,0,0,0,0,0,1,1,1,1,4,8,1,1,2,50,50,41,100,50,50,50,50,50,50,50
73,2,7,1,1,0,0,0,1,0,0,7,4,3,1,2,8,2,2,2,75,20,30,90,20,0,80,0,90,90,80
61,1,10,1,0,0,0,0,0,0,0,77,2,4,1,3,3,2,2,2,1,75,90,2,50,70,70,75,5,80,100
33,2,14,1,5,1,1,0,1,1,0,3,3,1,1,3,8,1,1,2,0,90,100,0,60,70,0,70,0,70,50
43,1,4,1,2,0,0,0,1,0,0,77,3,2,1,4,2,2,1,1,30,60,70,50,50,60,30,40,50,50,60
20,1,5,1,0,0,0,0,0,0,0,3,4,4,2,2,8,2,2,2,30,60,75,67,70,50,50,40,50,55,50
65,2,12,1,3,0,1,0,1,0,0,7,4,2,2,3,8,2,2,2,100,0,0,100,0,0,0,0,70,60,90
59,2,21,1,3,0,0,0,1,1,0,7,2,4,1,3,8,1,2,1,30,30,15,30,30,0,15,0,60,30,85
33,2,22,1,2,1,0,0,0,0,0,77,1,5,1,4,1,1,2,2,0,100,98,1,97,98,0,96,0,88,80
29,2,7,1,6,1,1,1,1,0,1,1,7,3,1,3,8,2,2,2,0,50,70,30,24,0,0,15,10,30,22
39,2,22,1,0,0,0,0,0,0,0,6,1,4,2,5,8,2,2,2,75,55,45,45,55,34,45,55,65,60,54
21,2,12,1,1,0,0,0,0,1,0,4,3,3,1,3,8,2,1,1,5,78,99,0,0,0,0,10,5,0,10
55,2,15,0,1,0,0,0,0,0,0,77,2,5,1,3,2,1,2,1,5,50,80,0,50,60,30,60,0,0,90
34,2,11,1,3,1,0,0,1,0,1,77,1,1,1,4,4,1,1,1,75,65,65,85,75,65,45,65,35,65,65
47,2,22,1,2,0,0,0,0,1,0,7,2,3,1,3,8,2,2,1,15,75,90,25,60,50,30,10,0,30,80
22,2,11,0,0,0,0,0,0,0,0,77,3,4,1,3,2,2,2,2,0,50,90,50,70,50,50,50,50,50,50
75,2,11,1,2,0,1,1,0,0,0,5,4,4,1,3,8,2,2,2,25,75,100,20,50,25,60,0,0,50,100
50,2,22,1,0,0,0,0,0,0,0,4,4,4,2,3,8,2,2,2,60,0,0,70,0,0,0,0,0,0,50
60,2,14,1,0,0,0,0,0,0,0,7,2,4,1,2,8,2,2,1,90,25,20,80,50,0,65,0,85,90,90
76,2,9,1,0,0,0,0,0,0,0,77,2,3,1,2,3,1,2,2,2,55,77,40,35,35,20,50,25,2,98
62,2,5,1,0,0,0,0,0,0,0,77,4,3,2,4,4,2,2,2,68,0,0,91,2,0,73,3,50,82,52
51,2,15,1,1,0,0,0,0,0,0,77,1,3,1,2,1,1,2,2,0,50,5,50,5,50,45,50,50,50,100
48,2,25,1,6,1,1,0,1,1,1,77,3,3,2,3,3,2,2,2,100,0,0,100,0,0,80,0,100,100,70
40,1,15,1,0,0,0,0,0,0,0,4,4,5,2,3,8,2,2,1,0,100,100,0,50,50,0,0,50,50,50
29,2,22,1,4,0,1,1,0,1,0,1,1,1,1,5,8,1,1,2,50,40,60,78,57,78,79,58,50,60,69
65,2,20,1,0,0,0,0,0,0,0,5,3,4,1,3,8,1,2,2,70,25,50,55,45,5,25,2,50,40,35
34,2,23,1,1,0,0,0,1,0,0,3,5,5,1,2,8,1,1,2,80,75,70,60,65,80,75,60,70,75,80
65,1,3,1,0,0,0,0,0,0,0,77,2,3,1,1,4,1,2,2,90,0,0,90,0,0,50,50,50,50,50
67,2,16,1,0,0,0,0,0,0,0,4,1,3,1,3,8,1,2,1,0,100,100,0,50,100,80,80,0,0,100
69,2,21,1,0,0,0,0,0,0,0,6,4,3,1,2,8,2,2,2,0,95,95,0,25,95,10,50,40,0,100
27,2,6,1,1,0,0,0,0,0,0,4,3,2,2,3,8,2,2,1,15,40,60,15,0,0,0,0,0,0,0
65,2,3,1,0,0,0,0,0,0,0,6,3,2,2,3,8,2,2,2,95,0,0,0,0,0,0,0,0,0,9
48,2,21,1,3,0,1,1,0,1,0,4,2,2,1,3,8,1,1,1,0,70,90,0,45,55,10,80,15,10,90
44,1,14,1,0,0,0,0,0,0,0,77,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,2,16,1,5,1,0,1,1,0,1,77,1,1,2,4,2,1,2,1,50,50,50,50,50,50,50,50,50,50,50
42,2,19,1,0,0,0,0,0,0,0,4,1,5,1,3,8,2,2,2,0,50,50,0,50,50,0,50,0,0,50
61,2,10,1,0,0,0,0,0,0,0,77,4,5,1,3,4,2,2,2,100,0,5,100,0,0,25,0,20,0,75
40,3,26,1,3,0,1,0,1,0,0,6,3,3,2,2,8,2,2,1,49,10,40,40,30,5,12,0,0,20,65
59,2,23,1,2,0,0,0,0,1,0,6,3,4,1,2,8,2,2,2,0,60,55,5,55,40,40,20,70,40,80
45,2,20,0,0,0,0,0,0,0,0,3,2,3,1,3,8,1,2,2,40,35,60,0,0,0,0,0,0,0,50
43,2,15,1,1,0,0,0,0,0,1,77,4,1,1,2,1,2,2,1,5,0,0,0,100,0,0,5,5,0,0
62,2,20,1,0,0,0,0,0,0,0,77,1,5,1,2,2,1,2,2,0,85,95,2,50,50,20,50,10,0,75
19,1,11,1,5,1,1,1,0,0,0,4,4,3,2,2,8,2,2,2,30,40,100,50,40,50,40,50,40,50,50
57,2,14,1,0,0,0,0,0,0,0,7,2,5,1,3,8,1,2,2,100,0,0,100,0,0,100,0,100,100,100
76,1,3,0,0,0,0,0,0,0,0,77,2,2,1,1,2,2,2,2,0,90,90,0,50,75,0,50,0,80,0
48,3,5,1,0,0,0,0,0,0,0,77,4,4,1,3,2,1,2,1,2,33,66,22,50,22,40,20,25,20,75
44,2,19,1,2,1,0,0,1,0,0,1,2,2,1,2,8,1,2,1,5,75,99,15,95,90,70,70,80,70,80
49,2,24,1,0,0,0,0,0,0,0,2,2,2,1,4,8,1,1,1,99,84,80,70,75,80,85,70,75,80,85
35,2,22,1,4,1,0,1,0,1,0,1,1,1,1,5,8,2,2,1,100,0,0,100,0,0,0,0,0,0,0
49,2,8,1,2,0,0,0,0,0,1,6,1,5,1,3,8,2,2,1,0,80,100,0,70,100,80,100,50,50,100
31,3,5,1,4,0,1,0,1,0,1,7,4,3,2,3,8,1,2,2,90,3,0,100,45,0,52,0,95,15,75
33,2,11,1,1,0,0,0,0,0,0,77,2,3,1,3,3,2,2,2,95,20,20,60,20,10,20,20,20,30,70
62,2,21,1,0,0,0,0,0,0,0,77,6,2,2,4,4,2,2,2,100,0,0,100,0,0,0,0,0,50,60
34,2,14,1,3,0,1,0,1,1,0,2,2,2,1,4,8,1,2,2,7,6,8,69,70,69,80,70,70,80,70
39,1,6,1,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,0,60,100,0,0,50,0,0,0,0,0
56,1,11,1,1,0,0,0,0,1,0,77,1,4,1,2,4,1,2,1,49,1,29,99,1,0,80,0,66,100,99
27,3,23,1,2,0,0,1,0,1,0,77,2,4,1,3,2,2,2,2,0,50,70,5,40,75,5,50,20,50,90
35,1,24,1,0,0,0,0,0,0,0,4,1,4,1,2,8,2,2,2,0,90,99,0,80,80,0,90,0,50,80
40,2,13,1,4,0,0,1,0,1,0,7,6,1,2,3,8,2,2,1,90,5,5,95,15,0,60,0,90,95,50
20,2,3,1,1,0,0,0,0,0,0,77,4,3,2,3,2,2,1,1,4,67,50,34,23,23,23,23,45,65,78
45,2,5,1,0,0,0,0,0,0,0,77,7,2,2,4,4,1,2,2,100,0,0,95,0,0,90,0,90,100,10
33,2,21,1,3,0,0,0,0,1,0,1,1,5,2,3,8,1,1,1,0,50,65,0,75,60,5,95,3,0,100
51,2,13,1,1,0,0,0,0,0,0,7,1,3,1,3,8,1,2,2,95,10,10,85,15,2,80,0,80,90,70
32,2,18,1,2,0,0,0,1,0,1,2,1,5,1,4,8,1,2,1,85,60,30,85,40,50,80,50,40,40,30
29,1,14,1,2,0,1,0,0,0,1,77,4,5,1,2,3,2,2,2,100,98,99,100,99,98,97,96,95,94,93
38,2,22,1,1,1,0,0,0,0,0,77,2,3,1,3,3,1,1,1,60,70,80,60,60,50,60,60,70,60,50
58,1,7,1,0,0,0,0,0,0,0,7,7,1,2,3,8,2,2,1,100,0,0,100,20,0,80,0,100,100,80
56,2,24,1,1,0,0,0,0,0,0,77,2,1,2,4,4,1,2,2,100,10,5,95,10,0,85,0,99,100,60
63,2,4,0,0,0,0,0,0,0,0,2,4,5,1,5,8,2,2,2,0,1,1,0,0,0,0,0,0,0,0
71,2,13,1,0,0,0,0,0,0,0,7,4,3,1,3,8,2,2,1,0,5,85,0,40,60,50,60,50,0,85
33,2,22,1,0,0,0,0,0,0,0,1,1,1,1,5,8,1,2,1,100,70,85,85,70,85,70,85,70,85,70
55,2,16,1,0,0,0,0,0,0,0,77,4,3,1,3,1,2,2,2,75,80,85,54,45,65,54,50,50,45,85
62,2,19,1,3,0,0,0,1,1,0,77,2,4,1,3,3,2,2,2,0,95,90,0,65,89,0,65,0,0,14
44,2,22,1,3,0,1,0,1,0,0,5,7,5,2,3,8,2,2,2,95,0,0,100,50,0,95,0,100,100,75
67,2,22,1,2,0,0,0,1,1,0,7,5,3,2,4,8,1,2,2,90,0,0,90,0,0,70,0,90,90,75
20,3,23,1,2,0,0,0,0,1,0,77,2,5,2,4,3,1,2,1,0,0,30,0,100,0,0,100,0,0,0
22,1,16,1,3,1,0,0,0,1,1,2,2,3,2,2,8,2,1,1,78,56,25,44,76,23,12,36,46,47,50
37,2,1,1,0,0,0,0,0,0,0,77,2,2,1,5,3,2,2,1,0,70,70,0,40,70,20,60,50,50,70
69,2,12,1,1,0,0,0,0,1,0,6,4,5,1,2,8,1,2,2,0,95,98,48,65,84,56,60,65,88,92
27,2,25,1,0,0,0,0,0,0,0,5,3,3,1,2,8,2,2,1,15,3,10,6,9,3,1,4,7,2,7
69,1,4,1,1,0,1,0,0,0,0,4,3,3,1,3,8,2,2,2,30,0,0,20,0,0,0,0,0,0,70
31,1,16,1,4,0,1,0,0,1,1,77,1,2,1,4,4,2,2,2,80,80,85,50,70,65,65,60,60,70,50
51,2,7,1,1,1,0,0,0,0,0,1,1,1,1,1,8,2,2,2,0,90,100,0,85,85,0,80,0,0,80
67,2,10,1,0,0,0,0,0,0,0,77,5,4,2,4,3,2,2,2,0,60,80,10,50,60,20,0,0,10,20
38,2,17,1,0,0,0,0,0,0,0,7,7,2,2,2,8,2,2,2,60,0,0,0,0,0,0,0,0,0,70
41,2,17,1,0,0,0,0,0,0,0,77,5,5,2,3,4,1,2,1,70,0,0,80,0,0,0,0,0,0,10
41,2,21,0,1,0,0,1,0,0,0,77,1,3,1,1,2,2,1,2,60,100,20,30,40,100,20,60,30,20,40
48,2,23,1,5,1,1,1,1,1,0,77,1,1,1,1,1,2,2,2,100,0,0,0,0,0,0,0,0,0,0
60,2,3,1,0,0,0,0,0,0,0,7,4,3,2,4,8,1,2,2,100,0,0,100,0,0,50,0,100,100,50
81,2,7,1,1,0,0,0,0,0,0,4,4,3,2,5,8,1,2,2,100,0,0,100,0,0,100,0,100,50,50
61,1,4,1,1,0,0,0,0,0,0,5,4,3,1,2,8,1,2,1,35,60,75,30,45,60,45,25,30,45,25
30,2,23,1,0,0,0,0,0,0,0,4,1,1,2,3,8,2,2,2,100,25,41,41,12,16,36,25,41,51,62
29,2,22,1,3,0,0,1,0,1,0,77,3,1,1,3,2,2,1,1,35,15,49,50,60,43,20,34,60,50,69
26,2,15,1,0,0,0,0,0,0,0,77,7,3,2,2,2,2,2,2,75,70,70,70,50,45,60,65,60,60,60
49,2,25,1,0,0,0,0,0,0,0,4,2,1,1,3,8,2,2,2,80,60,100,90,75,100,75,75,70,70,70
32,2,20,1,0,0,0,0,0,0,0,77,3,2,2,3,2,2,2,2,60,40,60,60,40,30,30,30,40,30,70
67,2,6,1,0,0,0,0,0,0,0,7,5,2,1,1,8,2,2,2,95,0,35,95,0,0,0,0,75,80,95
67,1,3,1,0,0,0,0,0,0,0,3,3,3,1,2,8,2,2,2,0,90,100,80,0,70,50,0,0,80,100
63,1,26,1,2,0,1,0,0,1,0,4,1,5,1,2,8,1,1,1,0,84,93,5,50,90,15,78,39,22,74
50,2,22,1,0,0,0,0,0,0,0,77,2,4,1,4,4,2,2,2,90,0,10,80,0,0,10,0,0,50,80
34,2,21,1,1,1,0,0,0,0,0,2,2,2,1,3,8,2,2,2,100,99,99,99,99,99,99,98,97,98,98
45,1,6,1,2,0,0,0,1,0,0,7,2,4,1,2,8,2,1,1,60,57,55,59,52,10,53,12,59,50,55
20,2,5,1,1,0,0,0,0,0,0,3,1,3,1,2,8,2,2,1,0,22,100,40,0,50,25,0,0,0,100
41,2,22,1,4,1,0,0,1,1,0,2,3,2,1,2,8,1,2,1,50,50,50,50,50,50,50,50,50,50,50
48,2,23,1,0,0,0,0,0,0,0,77,1,3,1,3,4,1,2,1,0,60,75,15,20,70,50,55,40,55,55
76,2,14,1,1,0,0,0,1,0,0,77,3,3,2,2,2,2,2,2,85,15,15,85,15,0,80,15,15,20,85
44,2,16,1,1,0,0,0,0,0,1,77,1,3,2,3,3,1,2,1,85,5,5,85,30,2,76,2,75,85,85
26,3,5,1,3,0,0,0,1,1,1,4,3,3,1,3,8,2,1,2,50,40,30,50,60,50,75,50,46,67,76
67,1,11,1,3,0,0,0,0,0,1,77,1,3,1,1,3,2,2,1,0,100,100,0,70,70,50,50,30,0,100
37,1,8,1,4,0,1,0,1,0,1,77,1,4,1,2,2,2,2,1,35,80,95,20,50,50,50,50,50,50,70
36,1,1,0,0,0,0,0,0,0,0,77,3,3,1,2,3,1,2,2,0,62,100,1,22,45,1,33,3,4,99
44,2,21,1,0,0,0,0,0,0,0,77,2,3,2,4,4,2,2,2,80,0,1,90,0,0,0,0,0,0,100
44,2,8,1,1,0,0,0,0,0,0,1,7,4,1,4,8,2,2,1,65,1,20,60,20,0,20,20,20,20,75
35,2,11,1,3,0,1,0,1,0,0,3,4,5,1,2,8,2,2,1,100,0,0,40,60,0,80,0,80,100,100
30,1,8,1,3,0,0,0,1,1,0,3,3,4,2,3,8,2,2,2,50,50,50,50,50,50,50,50,50,50,50
52,2,23,1,0,0,0,0,0,0,0,77,4,4,2,3,2,2,2,1,0,95,95,0,25,100,20,10,20,10,90
23,1,11,1,4,0,1,1,0,0,1,6,3,4,2,2,8,1,1,2,0,50,100,30,75,75,50,25,25,25,50
27,1,1,0,0,0,0,0,0,0,0,77,4,3,1,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0
30,1,5,1,2,0,0,0,1,0,0,5,4,3,1,3,8,2,2,2,35,10,40,40,90,0,0,0,0,0,20
33,2,22,1,3,0,1,1,1,0,0,77,1,1,1,5,1,1,1,1,75,90,75,11,11,11,11,11,11,11,11
43,2,7,1,0,0,0,0,0,0,0,77,1,2,2,3,2,2,2,2,0,50,100,1,40,60,0,90,0,0,100
36,2,9,1,0,0,0,0,0,0,0,7,7,5,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0
27,1,15,1,6,0,1,0,1,1,1,2,1,5,1,3,8,2,2,2,10,50,60,10,80,70,20,30,25,25,80
59,2,17,1,2,0,1,0,0,0,0,77,5,1,1,2,4,2,2,1,60,2,10,12,1,1,1,1,1,1,1
46,2,5,1,1,0,0,0,0,1,0,77,1,1,1,4,1,1,1,2,100,85,85,50,30,30,20,30,85,85,85
72,2,16,1,0,0,0,0,0,0,0,5,2,4,1,2,8,1,2,2,1,70,90,10,40,70,3,30,30,10,90
52,1,9,1,1,0,0,0,0,0,0,77,3,3,1,2,3,1,2,1,20,60,85,20,40,20,40,15,25,45,60
72,2,23,1,0,0,0,0,0,0,0,77,3,4,1,2,3,2,2,1,0,95,100,5,50,90,10,70,50,20,95
21,2,18,1,1,0,0,0,0,1,0,77,2,3,1,2,2,1,1,1,100,10,19,10,2,3,4,5,6,7,8
45,1,10,1,2,0,0,0,1,0,0,3,2,4,2,1,8,1,2,1,0,70,85,50,40,55,50,80,60,60,80
44,2,23,1,0,0,0,0,0,0,0,7,3,5,2,4,8,2,2,2,100,0,0,30,0,0,0,0,0,30,0
20,2,11,1,2,1,0,0,0,0,0,2,2,4,1,4,8,1,2,1,30,70,90,70,75,80,60,50,80,70,75
58,3,1,1,0,0,0,0,0,0,0,2,2,2,1,2,8,2,2,2,0,75,90,5,50,70,20,20,20,20,75
66,1,6,1,2,0,1,0,1,0,0,7,2,4,1,2,8,1,2,2,65,40,25,50,45,0,35,0,40,60,60
68,2,6,1,0,0,0,0,0,0,0,77,2,4,1,2,2,1,2,1,0,35,60,0,35,20,0,40,0,50,54
26,1,24,1,1,0,0,0,0,0,0,1,1,2,1,2,8,2,2,2,0,40,90,0,60,90,10,100,0,20,100
57,1,5,1,1,0,0,0,0,0,0,77,2,2,2,5,4,2,2,2,40,50,50,45,50,55,50,45,50,45,55
39,1,16,1,5,1,0,1,0,0,1,5,3,2,1,3,8,1,1,2,78,65,56,45,35,65,76,87,64,83,64
24,1,15,1,0,0,0,0,0,0,0,77,3,5,1,3,3,2,2,2,0,65,70,10,30,25,55,50,50,50,50
24,1,7,0,1,0,0,0,1,0,0,77,4,3,2,4,3,2,2,2,0,60,70,0,10,80,0,100,0,0,80
24,1,23,1,3,1,1,0,0,1,0,77,1,1,1,5,1,1,1,1,0,50,100,54,24,24,24,24,23,24,24
67,2,17,1,0,0,0,0,0,0,0,7,2,1,1,2,8,2,2,1,90,29,20,88,2,0,50,0,90,100,85
54,2,5,1,0,0,0,0,0,0,0,7,4,1,1,3,8,2,2,2,85,0,0,50,0,0,25,0,0,50,5
52,1,11,1,2,0,0,0,0,1,0,2,2,4,1,2,8,2,2,1,5,90,100,60,80,85,50,80,50,10,95
72,1,3,1,0,0,0,0,0,0,0,77,4,2,1,3,4,2,2,2,85,0,0,70,0,0,70,0,50,70,50
